mention_id,document_id,case_id,text_span,start_char,end_char,entity_type,extracted_value,resolved_entity_id,confidence,resolution_status
EM00000248,DOC000050,C000050,MH42TC3598,252,262,VEHICLE,MH42TC3598,,0.0,UNRESOLVED
EM00000249,DOC000050,C000050,9221907723,282,292,PHONE,9221907723,,0.0,UNRESOLVED
EM00000250,DOC000050,C000050,Pimpri,132,138,LOCATION,Pimpri,,0.45,AMBIGUOUS
EM00000251,DOC000051,C000051,Nikhil Naik,48,59,PERSON,Nikhil Naik,P005644,0.99,RESOLVED
EM00000252,DOC000051,C000051,Omkar Kiran Desai,164,181,PERSON,Omkar Kiran Desai,P006790,0.99,RESOLVED
EM00000253,DOC000051,C000051,MH42BM2704,265,275,VEHICLE,MH42BM2704,,0.0,UNRESOLVED
EM00000254,DOC000051,C000051,9875246949,295,305,PHONE,9875246949,,0.0,UNRESOLVED
EM00000255,DOC000051,C000051,Chinchwad,142,151,LOCATION,Chinchwad,,0.45,AMBIGUOUS
EM00000256,DOC000052,C000052,Dhruv Raj More,47,61,PERSON,Dhruv Raj More,P004613,0.99,RESOLVED
EM00000257,DOC000052,C000052,Pranav Anil Pande,164,181,PERSON,Pranav Anil Pande,P005934,0.99,RESOLVED
EM00000258,DOC000052,C000052,MH42WS6859,265,275,VEHICLE,MH42WS6859,,0.0,UNRESOLVED
EM00000259,DOC000052,C000052,9948546006,295,305,PHONE,9948546006,,0.0,UNRESOLVED
EM00000260,DOC000052,C000052,Baner,146,151,LOCATION,Baner,,0.45,AMBIGUOUS
EM00000261,DOC000053,C000053,Harsh Dilip Patil,43,60,PERSON,Harsh Dilip Patil,P001109,0.99,RESOLVED
EM00000262,DOC000053,C000053,Riya Mane,155,164,PERSON,Riya Mane,P005740,0.99,RESOLVED
EM00000263,DOC000053,C000053,MH14NH8731,248,258,VEHICLE,MH14NH8731,,0.0,UNRESOLVED
EM00000264,DOC000053,C000053,9157412786,278,288,PHONE,9157412786,,0.0,UNRESOLVED
EM00000265,DOC000053,C000053,Kondhwa,135,142,LOCATION,Kondhwa,,0.45,AMBIGUOUS
EM00000266,DOC000054,C000054,Kajal More,48,58,PERSON,Kajal More,P001506,0.99,RESOLVED
EM00000267,DOC000054,C000054,Aniket Kiran Kulkarni,156,177,PERSON,Aniket Kiran Kulkarni,P006232,0.99,RESOLVED
EM00000268,DOC000054,C000054,MH15AN8127,261,271,VEHICLE,MH15AN8127,,0.0,UNRESOLVED
EM00000269,DOC000054,C000054,9557441545,291,301,PHONE,9557441545,,0.0,UNRESOLVED
EM00000270,DOC000054,C000054,Dhankawadi,133,143,LOCATION,Dhankawadi,,0.45,AMBIGUOUS
EM00000271,DOC000055,C000055,Pooja S.,46,54,PERSON,Pooja S.,P006852,0.99,RESOLVED
EM00000272,DOC000055,C000055,Kajal Salunkhe,132,146,PERSON,Kajal Salunkhe,P003820,0.99,RESOLVED
EM00000273,DOC000055,C000055,MH42BN1938,230,240,VEHICLE,MH42BN1938,,0.0,UNRESOLVED
EM00000274,DOC000055,C000055,9999702426,260,270,PHONE,9999702426,,0.0,UNRESOLVED
EM00000275,DOC000055,C000055,Katraj,113,119,LOCATION,Katraj,,0.45,AMBIGUOUS
EM00000276,DOC000056,C000056,Simran Sharma,45,58,PERSON,Simran Sharma,P006550,0.99,RESOLVED
EM00000277,DOC000056,C000056,Aanya P More,152,164,PERSON,Aanya P More,P000114,0.99,RESOLVED
EM00000278,DOC000056,C000056,MH42HX7805,248,258,VEHICLE,MH42HX7805,,0.0,UNRESOLVED
EM00000279,DOC000056,C000056,9870029093,278,288,PHONE,9870029093,,0.0,UNRESOLVED
EM00000280,DOC000056,C000056,Aundh,134,139,LOCATION,Aundh,,0.45,AMBIGUOUS
EM00000281,DOC000057,C000057,Deepa Sanjay Kadam,48,66,PERSON,Deepa Sanjay Kadam,P001953,0.99,RESOLVED
EM00000282,DOC000057,C000057,Ritesh Kadam,174,186,PERSON,Ritesh Kadam,P004644,0.99,RESOLVED
EM00000283,DOC000057,C000057,MH14EQ9435,270,280,VEHICLE,MH14EQ9435,,0.0,UNRESOLVED
EM00000284,DOC000057,C000057,9584770330,300,310,PHONE,9584770330,,0.0,UNRESOLVED
EM00000285,DOC000057,C000057,Shivajinagar,149,161,LOCATION,Shivajinagar,,0.45,AMBIGUOUS
EM00000286,DOC000058,C000058,Rohit Joshi,49,60,PERSON,Rohit Joshi,P003462,0.99,RESOLVED
EM00000287,DOC000058,C000058,Amit Mahesh Naik,163,179,PERSON,Amit Mahesh Naik,P004078,0.99,RESOLVED
EM00000288,DOC000058,C000058,MH42YM1022,263,273,VEHICLE,MH42YM1022,,0.0,UNRESOLVED
EM00000289,DOC000058,C000058,9486328770,293,303,PHONE,9486328770,,0.0,UNRESOLVED
EM00000290,DOC000058,C000058,Baner,145,150,LOCATION,Baner,,0.45,AMBIGUOUS
EM00000291,DOC000059,C000059,Pranav Joshi,44,56,PERSON,Pranav Joshi,P000989,0.99,RESOLVED
EM00000292,DOC000059,C000059,Swati K Jadhav,146,160,PERSON,Swati K Jadhav,P002541,0.99,RESOLVED
EM00000293,DOC000059,C000059,MH14KF8872,244,254,VEHICLE,MH14KF8872,,0.0,UNRESOLVED
EM00000294,DOC000059,C000059,9475281285,274,284,PHONE,9475281285,,0.0,UNRESOLVED
EM00000295,DOC000059,C000059,Shivajinagar,121,133,LOCATION,Shivajinagar,,0.45,AMBIGUOUS
EM00000296,DOC000060,C000060,Saurabh Kale,48,60,PERSON,Saurabh Kale,P006992,0.99,RESOLVED
EM00000297,DOC000060,C000060,Pranav S Jadhav,153,168,PERSON,Pranav S Jadhav,P006200,0.99,RESOLVED
EM00000298,DOC000060,C000060,MH42VJ4190,252,262,VEHICLE,MH42VJ4190,,0.0,UNRESOLVED
EM00000299,DOC000060,C000060,9875819529,282,292,PHONE,9875819529,,0.0,UNRESOLVED
EM00000300,DOC000060,C000060,Wakad,135,140,LOCATION,Wakad,,0.45,AMBIGUOUS
EM00000301,DOC000061,C000061,Abhishek Dilip Salunkhe,48,71,PERSON,Abhishek Dilip Salunkhe,P002383,0.99,RESOLVED
EM00000302,DOC000061,C000061,Mayur Anil Sawant,158,175,PERSON,Mayur Anil Sawant,P005316,0.99,RESOLVED
EM00000303,DOC000061,C000061,MH42PT3214,259,269,VEHICLE,MH42PT3214,,0.0,UNRESOLVED
EM00000304,DOC000061,C000061,9594465252,289,299,PHONE,9594465252,,0.0,UNRESOLVED
EM00000305,DOC000061,C000061,Aundh,140,145,LOCATION,Aundh,,0.45,AMBIGUOUS
EM00000306,DOC000062,C000062,Mayur Naik,45,55,PERSON,Mayur Naik,P005020,0.99,RESOLVED
EM00000307,DOC000062,C000062,Rohan Bhosale,145,158,PERSON,Rohan Bhosale,P000775,0.99,RESOLVED
EM00000308,DOC000062,C000062,MH42AH7787,242,252,VEHICLE,MH42AH7787,,0.0,UNRESOLVED
EM00000309,DOC000062,C000062,9425134488,272,282,PHONE,9425134488,,0.0,UNRESOLVED
EM00000310,DOC000062,C000062,Hadapsar,124,132,LOCATION,Hadapsar,,0.45,AMBIGUOUS
EM00000311,DOC000063,C000063,Tejas Mane,48,58,PERSON,Tejas Mane,P000595,0.99,RESOLVED
EM00000312,DOC000063,C000063,Nandini Prakash Dhumal,152,174,PERSON,Nandini Prakash Dhumal,P004586,0.99,RESOLVED
EM00000313,DOC000063,C000063,MH15OT6138,258,268,VEHICLE,MH15OT6138,,0.0,UNRESOLVED
EM00000314,DOC000063,C000063,9279824874,288,298,PHONE,9279824874,,0.0,UNRESOLVED
EM00000315,DOC000063,C000063,Baner,134,139,LOCATION,Baner,,0.45,AMBIGUOUS
EM00000316,DOC000064,C000064,Pooja Chavan,46,58,PERSON,Pooja Chavan,P002128,0.99,RESOLVED
EM00000317,DOC000064,C000064,Vivek K Dhumal,157,171,PERSON,Vivek K Dhumal,P001755,0.99,RESOLVED
EM00000318,DOC000064,C000064,MH15IF7764,255,265,VEHICLE,MH15IF7764,,0.0,UNRESOLVED
EM00000319,DOC000064,C000064,9919524899,285,295,PHONE,9919524899,,0.0,UNRESOLVED
EM00000320,DOC000064,C000064,Dhankawadi,134,144,LOCATION,Dhankawadi,,0.45,AMBIGUOUS
EM00000321,DOC000065,C000065,Saurabh S Shinde,48,64,PERSON,Saurabh S Shinde,P002115,0.99,RESOLVED
EM00000322,DOC000065,C000065,Pranav Mahesh Mane,165,183,PERSON,Pranav Mahesh Mane,P002670,0.99,RESOLVED
EM00000323,DOC000065,C000065,MH12FH5478,267,277,VEHICLE,MH12FH5478,,0.0,UNRESOLVED
EM00000324,DOC000065,C000065,9353637025,297,307,PHONE,9353637025,,0.0,UNRESOLVED
EM00000325,DOC000065,C000065,Aundh,147,152,LOCATION,Aundh,,0.45,AMBIGUOUS
EM00000326,DOC000066,C000066,Vikas Anil Shinde,45,62,PERSON,Vikas Anil Shinde,P000321,0.99,RESOLVED
EM00000327,DOC000066,C000066,Kunal Kadam,163,174,PERSON,Kunal Kadam,P006844,0.99,RESOLVED
EM00000328,DOC000066,C000066,MH14KA1703,258,268,VEHICLE,MH14KA1703,,0.0,UNRESOLVED
EM00000329,DOC000066,C000066,9137202119,288,298,PHONE,9137202119,,0.0,UNRESOLVED
EM00000330,DOC000066,C000066,Baner,145,150,LOCATION,Baner,,0.45,AMBIGUOUS
EM00000331,DOC000067,C000067,Isha Sawant,47,58,PERSON,Isha Sawant,P000111,0.99,RESOLVED
EM00000332,DOC000067,C000067,Vaishnavi V Deshmukh,157,177,PERSON,Vaishnavi V Deshmukh,P004263,0.99,RESOLVED
EM00000333,DOC000067,C000067,MH15TS4172,261,271,VEHICLE,MH15TS4172,,0.0,UNRESOLVED
EM00000334,DOC000067,C000067,9128699186,291,301,PHONE,9128699186,,0.0,UNRESOLVED
EM00000335,DOC000067,C000067,Viman Nagar,133,144,LOCATION,Viman Nagar,,0.45,AMBIGUOUS
EM00000336,DOC000068,C000068,Tejas Mahesh Shinde,44,63,PERSON,Tejas Mahesh Shinde,P006632,0.99,RESOLVED
EM00000337,DOC000068,C000068,Saurabh Desai,152,165,PERSON,Saurabh Desai,P000275,0.99,RESOLVED
EM00000338,DOC000068,C000068,MH15AD7881,249,259,VEHICLE,MH15AD7881,,0.0,UNRESOLVED
EM00000339,DOC000068,C000068,9459073819,279,289,PHONE,9459073819,,0.0,UNRESOLVED
EM00000340,DOC000068,C000068,Kothrud,132,139,LOCATION,Kothrud,,0.45,AMBIGUOUS
EM00000341,DOC000069,C000069,Swapnil Dhumal,48,62,PERSON,Swapnil Dhumal,P002276,0.99,RESOLVED
EM00000342,DOC000069,C000069,Madhura Bhosale,156,171,PERSON,Madhura Bhosale,P004426,0.99,RESOLVED
EM00000343,DOC000069,C000069,MH42QE7006,255,265,VEHICLE,MH42QE7006,,0.0,UNRESOLVED
EM00000344,DOC000069,C000069,9446375114,285,295,PHONE,9446375114,,0.0,UNRESOLVED
EM00000345,DOC000069,C000069,Baner,138,143,LOCATION,Baner,,0.45,AMBIGUOUS
EM00000346,DOC000070,C000070,Swapnil Vijay Kulkarni,47,69,PERSON,Swapnil Vijay Kulkarni,P004305,0.99,RESOLVED
EM00000347,DOC000070,C000070,Shruti Patil,148,160,PERSON,Shruti Patil,P003156,0.99,RESOLVED
EM00000348,DOC000070,C000070,MH15YJ9035,244,254,VEHICLE,MH15YJ9035,,0.0,UNRESOLVED
EM00000349,DOC000070,C000070,9289889012,274,284,PHONE,9289889012,,0.0,UNRESOLVED
EM00000350,DOC000070,C000070,Katraj,129,135,LOCATION,Katraj,,0.45,AMBIGUOUS
EM00000351,DOC000071,C000071,Shubham B.,47,57,PERSON,Shubham B.,P004061,0.99,RESOLVED
EM00000352,DOC000071,C000071,Atharva Deshmukh,160,176,PERSON,Atharva Deshmukh,P005950,0.99,RESOLVED
EM00000353,DOC000071,C000071,MH42SM2373,260,270,VEHICLE,MH42SM2373,,0.0,UNRESOLVED
EM00000354,DOC000071,C000071,9735049038,290,300,PHONE,9735049038,,0.0,UNRESOLVED
EM00000355,DOC000071,C000071,Kondhwa,140,147,LOCATION,Kondhwa,,0.45,AMBIGUOUS
EM00000356,DOC000072,C000072,Isha Gore,48,57,PERSON,Isha Gore,P003203,0.99,RESOLVED
EM00000357,DOC000072,C000072,Pallavi V Gaikwad,153,170,PERSON,Pallavi V Gaikwad,P000549,0.99,RESOLVED
EM00000358,DOC000072,C000072,MH14JP2660,254,264,VEHICLE,MH14JP2660,,0.0,UNRESOLVED
EM00000359,DOC000072,C000072,9466859068,284,294,PHONE,9466859068,,0.0,UNRESOLVED
EM00000360,DOC000072,C000072,Kothrud,133,140,LOCATION,Kothrud,,0.45,AMBIGUOUS
EM00000361,DOC000073,C000073,Omkar Sawant,48,60,PERSON,Omkar Sawant,P006110,0.99,RESOLVED
EM00000362,DOC000073,C000073,Kavya Kiran Gaikwad,174,193,PERSON,Kavya Kiran Gaikwad,P005851,0.99,RESOLVED
EM00000363,DOC000073,C000073,MH42TE1166,277,287,VEHICLE,MH42TE1166,,0.0,UNRESOLVED
EM00000364,DOC000073,C000073,9319728887,307,317,PHONE,9319728887,,0.0,UNRESOLVED
EM00000365,DOC000073,C000073,Vishrantwadi,149,161,LOCATION,Vishrantwadi,,0.45,AMBIGUOUS
EM00000366,DOC000074,C000074,Rohit Wagh,48,58,PERSON,Rohit Wagh,P002049,0.99,RESOLVED
EM00000367,DOC000074,C000074,Siddharth Kulkarni,151,169,PERSON,Siddharth Kulkarni,P000986,0.99,RESOLVED
EM00000368,DOC000074,C000074,MH12CZ3769,253,263,VEHICLE,MH12CZ3769,V007737,0.99,RESOLVED
EM00000369,DOC000074,C000074,9741417035,283,293,PHONE,9741417035,,0.0,UNRESOLVED
EM00000370,DOC000074,C000074,Kondhwa,131,138,LOCATION,Kondhwa,,0.45,AMBIGUOUS
EM00000371,DOC000075,C000075,Aniket K.,47,56,PERSON,Aniket K.,P004396,0.99,RESOLVED
EM00000372,DOC000075,C000075,Aanya Dilip Thakur,144,162,PERSON,Aanya Dilip Thakur,P005120,0.99,RESOLVED
EM00000373,DOC000075,C000075,MH14EH3928,246,256,VEHICLE,MH14EH3928,,0.0,UNRESOLVED
EM00000374,DOC000075,C000075,9737439913,276,286,PHONE,9737439913,,0.0,UNRESOLVED
EM00000375,DOC000075,C000075,Pimpri,125,131,LOCATION,Pimpri,,0.45,AMBIGUOUS
EM00000376,DOC000076,C000076,Abhishek Prakash Mane,43,64,PERSON,Abhishek Prakash Mane,P004930,0.99,RESOLVED
EM00000377,DOC000076,C000076,Simran R Joshi,143,157,PERSON,Simran R Joshi,P001170,0.99,RESOLVED
EM00000378,DOC000076,C000076,MH12DT5500,241,251,VEHICLE,MH12DT5500,,0.0,UNRESOLVED
EM00000379,DOC000076,C000076,9594538766,271,281,PHONE,9594538766,,0.0,UNRESOLVED
EM00000380,DOC000076,C000076,Kondhwa,123,130,LOCATION,Kondhwa,,0.45,AMBIGUOUS
EM00000381,DOC000077,C000077,Shreya S Gaikwad,48,64,PERSON,Shreya S Gaikwad,P005329,0.99,RESOLVED
EM00000382,DOC000077,C000077,Kavya Desai,169,180,PERSON,Kavya Desai,P005860,0.99,RESOLVED
EM00000383,DOC000077,C000077,MH15DZ2600,264,274,VEHICLE,MH15DZ2600,,0.0,UNRESOLVED
EM00000384,DOC000077,C000077,9330839139,294,304,PHONE,9330839139,,0.0,UNRESOLVED
EM00000385,DOC000077,C000077,Bhosari,149,156,LOCATION,Bhosari,,0.45,AMBIGUOUS
EM00000386,DOC000078,C000078,Siddharth Kumar Pande,47,68,PERSON,Siddharth Kumar Pande,P004442,0.99,RESOLVED
EM00000387,DOC000078,C000078,Aarav Gaikwad,158,171,PERSON,Aarav Gaikwad,P005960,0.99,RESOLVED
EM00000388,DOC000078,C000078,MH12MX4557,255,265,VEHICLE,MH12MX4557,,0.0,UNRESOLVED
EM00000389,DOC000078,C000078,9547831941,285,295,PHONE,9547831941,,0.0,UNRESOLVED
EM00000390,DOC000078,C000078,Hadapsar,137,145,LOCATION,Hadapsar,,0.45,AMBIGUOUS
EM00000391,DOC000079,C000079,Gaurav Sutar,48,60,PERSON,Gaurav Sutar,P003096,0.99,RESOLVED
EM00000392,DOC000079,C000079,Aniket S.,146,155,PERSON,Aniket S.,P000227,0.99,RESOLVED
EM00000393,DOC000079,C000079,MH12AI3633,239,249,VEHICLE,MH12AI3633,,0.0,UNRESOLVED
EM00000394,DOC000079,C000079,9756909518,269,279,PHONE,9756909518,,0.0,UNRESOLVED
EM00000395,DOC000079,C000079,Hadapsar,125,133,LOCATION,Hadapsar,,0.45,AMBIGUOUS
EM00000396,DOC000080,C000080,Vikas S Joshi,48,61,PERSON,Vikas S Joshi,P004022,0.99,RESOLVED
EM00000397,DOC000080,C000080,Kunal Pande,150,161,PERSON,Kunal Pande,P002471,0.99,RESOLVED
EM00000398,DOC000080,C000080,MH14NG2550,245,255,VEHICLE,MH14NG2550,,0.0,UNRESOLVED
EM00000399,DOC000080,C000080,9217597792,275,285,PHONE,9217597792,,0.0,UNRESOLVED
EM00000400,DOC000080,C000080,Kothrud,130,137,LOCATION,Kothrud,,0.45,AMBIGUOUS
EM00000401,DOC000081,C000081,Abhishek M Patil,45,61,PERSON,Abhishek M Patil,P002617,0.99,RESOLVED
EM00000402,DOC000081,C000081,Rohan Dhumal,168,180,PERSON,Rohan Dhumal,P003160,0.99,RESOLVED
EM00000403,DOC000081,C000081,MH12VW8339,264,274,VEHICLE,MH12VW8339,,0.0,UNRESOLVED
EM00000404,DOC000081,C000081,9536270220,294,304,PHONE,9536270220,,0.0,UNRESOLVED
EM00000405,DOC000081,C000081,Aundh,150,155,LOCATION,Aundh,,0.45,AMBIGUOUS
EM00000406,DOC000082,C000082,Nikhil Sanjay Sawant,45,65,PERSON,Nikhil Sanjay Sawant,P001545,0.99,RESOLVED
EM00000407,DOC000082,C000082,Sahil Kadam,159,170,PERSON,Sahil Kadam,P000158,0.99,RESOLVED
EM00000408,DOC000082,C000082,MH42BR7529,254,264,VEHICLE,MH42BR7529,,0.0,UNRESOLVED
EM00000409,DOC000082,C000082,9229560332,284,294,PHONE,9229560332,,0.0,UNRESOLVED
EM00000410,DOC000082,C000082,Shivajinagar,134,146,LOCATION,Shivajinagar,,0.45,AMBIGUOUS
EM00000411,DOC000083,C000083,Sahil Patil,48,59,PERSON,Sahil Patil,P002870,0.99,RESOLVED
EM00000412,DOC000083,C000083,Priya Anil Naik,137,152,PERSON,Priya Anil Naik,P001098,0.99,RESOLVED
EM00000413,DOC000083,C000083,MH12ZV9211,236,246,VEHICLE,MH12ZV9211,,0.0,UNRESOLVED
EM00000414,DOC000083,C000083,9641118460,266,276,PHONE,9641118460,,0.0,UNRESOLVED
EM00000415,DOC000083,C000083,Wakad,119,124,LOCATION,Wakad,,0.45,AMBIGUOUS
EM00000416,DOC000084,C000084,Ananya Jadhav,43,56,PERSON,Ananya Jadhav,P003854,0.99,RESOLVED
EM00000417,DOC000084,C000084,Atharva Gore,140,152,PERSON,Atharva Gore,P001334,0.99,RESOLVED
EM00000418,DOC000084,C000084,MH14QU4221,236,246,VEHICLE,MH14QU4221,,0.0,UNRESOLVED
EM00000419,DOC000084,C000084,9722413993,266,276,PHONE,9722413993,,0.0,UNRESOLVED
EM00000420,DOC000084,C000084,Vishrantwadi,115,127,LOCATION,Vishrantwadi,,0.45,AMBIGUOUS
EM00000421,DOC000085,C000085,Pranav Sawant,48,61,PERSON,Pranav Sawant,P003627,0.99,RESOLVED
EM00000422,DOC000085,C000085,Aarav Wagh,157,167,PERSON,Aarav Wagh,P001795,0.99,RESOLVED
EM00000423,DOC000085,C000085,MH15XK9448,251,261,VEHICLE,MH15XK9448,,0.0,UNRESOLVED
EM00000424,DOC000085,C000085,9324824353,281,291,PHONE,9324824353,,0.0,UNRESOLVED
EM00000425,DOC000085,C000085,Hadapsar,136,144,LOCATION,Hadapsar,,0.45,AMBIGUOUS
EM00000426,DOC000086,C000086,Yash Naik,44,53,PERSON,Yash Naik,P004134,0.99,RESOLVED
EM00000427,DOC000086,C000086,Vidya Gore,131,141,PERSON,Vidya Gore,P005627,0.99,RESOLVED
EM00000428,DOC000086,C000086,MH14YJ3621,225,235,VEHICLE,MH14YJ3621,,0.0,UNRESOLVED
EM00000429,DOC000086,C000086,9766021888,255,265,PHONE,9766021888,,0.0,UNRESOLVED
EM00000430,DOC000086,C000086,Katraj,112,118,LOCATION,Katraj,,0.45,AMBIGUOUS
EM00000431,DOC000087,C000087,Tejas W.,44,52,PERSON,Tejas W.,P001383,0.99,RESOLVED
EM00000432,DOC000087,C000087,Sakshi Kadam,151,163,PERSON,Sakshi Kadam,P003975,0.99,RESOLVED
EM00000433,DOC000087,C000087,MH14BF9114,247,257,VEHICLE,MH14BF9114,,0.0,UNRESOLVED
EM00000434,DOC000087,C000087,9658861818,277,287,PHONE,9658861818,,0.0,UNRESOLVED
EM00000435,DOC000087,C000087,Viman Nagar,127,138,LOCATION,Viman Nagar,,0.45,AMBIGUOUS
EM00000436,DOC000088,C000088,Ananya Naik,49,60,PERSON,Ananya Naik,P001712,0.99,RESOLVED
EM00000437,DOC000088,C000088,S. Joshi,164,172,PERSON,S. Joshi,P006033,0.99,RESOLVED
EM00000438,DOC000088,C000088,MH12WS6067,256,266,VEHICLE,MH12WS6067,,0.0,UNRESOLVED
EM00000439,DOC000088,C000088,9988474189,286,296,PHONE,9988474189,,0.0,UNRESOLVED
EM00000440,DOC000088,C000088,Swargate,143,151,LOCATION,Swargate,,0.45,AMBIGUOUS
EM00000441,DOC000089,C000089,Kunal Mahesh Sawant,45,64,PERSON,Kunal Mahesh Sawant,P001373,0.99,RESOLVED
EM00000442,DOC000089,C000089,Kavya Thakur,158,170,PERSON,Kavya Thakur,P006451,0.99,RESOLVED
EM00000443,DOC000089,C000089,MH14HF8370,254,264,VEHICLE,MH14HF8370,,0.0,UNRESOLVED
EM00000444,DOC000089,C000089,9741575577,284,294,PHONE,9741575577,,0.0,UNRESOLVED
EM00000445,DOC000089,C000089,Yerawada,137,145,LOCATION,Yerawada,,0.45,AMBIGUOUS
EM00000446,DOC000090,C000090,Arjun Shinde,45,57,PERSON,Arjun Shinde,P002774,0.99,RESOLVED
EM00000447,DOC000090,C000090,Sakshi Sutar,155,167,PERSON,Sakshi Sutar,P006265,0.99,RESOLVED
EM00000448,DOC000090,C000090,MH14SC2454,251,261,VEHICLE,MH14SC2454,,0.0,UNRESOLVED
EM00000449,DOC000090,C000090,9591990695,281,291,PHONE,9591990695,,0.0,UNRESOLVED
EM00000450,DOC000090,C000090,Chinchwad,133,142,LOCATION,Chinchwad,,0.45,AMBIGUOUS
EM00000451,DOC000091,C000091,Nikita Pawar,44,56,PERSON,Nikita Pawar,P006155,0.99,RESOLVED
EM00000452,DOC000091,C000091,Rohit Gore,134,144,PERSON,Rohit Gore,P004455,0.99,RESOLVED
EM00000453,DOC000091,C000091,MH42EJ6874,228,238,VEHICLE,MH42EJ6874,,0.0,UNRESOLVED
EM00000454,DOC000091,C000091,9414294702,258,268,PHONE,9414294702,,0.0,UNRESOLVED
EM00000455,DOC000091,C000091,Pimpri,115,121,LOCATION,Pimpri,,0.45,AMBIGUOUS
EM00000456,DOC000092,C000092,Shubham More,44,56,PERSON,Shubham More,P000413,0.99,RESOLVED
EM00000457,DOC000092,C000092,Yash Prakash Kale,141,158,PERSON,Yash Prakash Kale,P000969,0.99,RESOLVED
EM00000458,DOC000092,C000092,MH15OT6255,242,252,VEHICLE,MH15OT6255,,0.0,UNRESOLVED
EM00000459,DOC000092,C000092,9146253313,272,282,PHONE,9146253313,,0.0,UNRESOLVED
EM00000460,DOC000092,C000092,Bhosari,121,128,LOCATION,Bhosari,,0.45,AMBIGUOUS
EM00000461,DOC000093,C000093,Kunal V Pande,45,58,PERSON,Kunal V Pande,P004251,0.99,RESOLVED
EM00000462,DOC000093,C000093,Mayur Mane,141,151,PERSON,Mayur Mane,P006915,0.99,RESOLVED
EM00000463,DOC000093,C000093,MH42IN9403,235,245,VEHICLE,MH42IN9403,,0.0,UNRESOLVED
EM00000464,DOC000093,C000093,9998298348,265,275,PHONE,9998298348,,0.0,UNRESOLVED
EM00000465,DOC000093,C000093,Viman Nagar,117,128,LOCATION,Viman Nagar,,0.45,AMBIGUOUS
EM00000466,DOC000094,C000094,Rohit Bhosale,48,61,PERSON,Rohit Bhosale,P005237,0.99,RESOLVED
EM00000467,DOC000094,C000094,R. Gore,138,145,PERSON,R. Gore,P004154,0.99,RESOLVED
EM00000468,DOC000094,C000094,MH42UQ1440,229,239,VEHICLE,MH42UQ1440,,0.0,UNRESOLVED
EM00000469,DOC000094,C000094,9316535240,259,269,PHONE,9316535240,,0.0,UNRESOLVED
EM00000470,DOC000094,C000094,Baner,120,125,LOCATION,Baner,,0.45,AMBIGUOUS
EM00000471,DOC000095,C000095,Nandini Mane,43,55,PERSON,Nandini Mane,P003903,0.99,RESOLVED
EM00000472,DOC000095,C000095,Aniket P Wagh,134,147,PERSON,Aniket P Wagh,P004261,0.99,RESOLVED
EM00000473,DOC000095,C000095,MH12ZQ1684,231,241,VEHICLE,MH12ZQ1684,,0.0,UNRESOLVED
EM00000474,DOC000095,C000095,9686630416,261,271,PHONE,9686630416,,0.0,UNRESOLVED
EM00000475,DOC000095,C000095,Pimpri,115,121,LOCATION,Pimpri,,0.45,AMBIGUOUS
EM00000476,DOC000096,C000096,Madhura Salunkhe,48,64,PERSON,Madhura Salunkhe,P000182,0.99,RESOLVED
EM00000477,DOC000096,C000096,Vikas Kadam,169,180,PERSON,Vikas Kadam,P005831,0.99,RESOLVED
EM00000478,DOC000096,C000096,MH42NZ2669,264,274,VEHICLE,MH42NZ2669,,0.0,UNRESOLVED
EM00000479,DOC000096,C000096,9272597683,294,304,PHONE,9272597683,,0.0,UNRESOLVED
EM00000480,DOC000096,C000096,Chinchwad,147,156,LOCATION,Chinchwad,,0.45,AMBIGUOUS
EM00000481,DOC000097,C000097,Aditya Pande,46,58,PERSON,Aditya Pande,P000163,0.99,RESOLVED
EM00000482,DOC000097,C000097,Pallavi R Mane,152,166,PERSON,Pallavi R Mane,P006597,0.99,RESOLVED
EM00000483,DOC000097,C000097,MH15NO3112,250,260,VEHICLE,MH15NO3112,,0.0,UNRESOLVED
EM00000484,DOC000097,C000097,9342452228,280,290,PHONE,9342452228,,0.0,UNRESOLVED
EM00000485,DOC000097,C000097,Wakad,134,139,LOCATION,Wakad,,0.45,AMBIGUOUS
EM00000486,DOC000098,C000098,Gaurav Dilip Joshi,48,66,PERSON,Gaurav Dilip Joshi,P001113,0.99,RESOLVED
EM00000487,DOC000098,C000098,Isha K Shinde,174,187,PERSON,Isha K Shinde,P003440,0.99,RESOLVED
EM00000488,DOC000098,C000098,MH15TS6961,271,281,VEHICLE,MH15TS6961,,0.0,UNRESOLVED
EM00000489,DOC000098,C000098,9265984491,301,311,PHONE,9265984491,,0.0,UNRESOLVED
EM00000490,DOC000098,C000098,Katraj,155,161,LOCATION,Katraj,,0.45,AMBIGUOUS
EM00000491,DOC000099,C000099,Mayur Dhumal,45,57,PERSON,Mayur Dhumal,P003697,0.99,RESOLVED
EM00000492,DOC000099,C000099,Mrunal Pande,136,148,PERSON,Mrunal Pande,P005255,0.99,RESOLVED
EM00000493,DOC000099,C000099,MH12EO5549,232,242,VEHICLE,MH12EO5549,,0.0,UNRESOLVED
EM00000494,DOC000099,C000099,9495255576,262,272,PHONE,9495255576,,0.0,UNRESOLVED
EM00000495,DOC000099,C000099,Kondhwa,116,123,LOCATION,Kondhwa,,0.45,AMBIGUOUS
EM00000496,DOC000100,C000100,Kajal Mahesh More,49,66,PERSON,Kajal Mahesh More,P006151,0.99,RESOLVED
