person_id,full_name,alias_name,gender,date_of_birth,age,nationality,occupation,address,city,district,state,pincode,email,person_status,known_since,source_system,record_confidence,created_at,updated_at
P004463,Bhavana Desai,,Female,1996-12-24,29,Indian,Skilled Worker,"721, Canal Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,bhavana.desai965@example.test,Victim,2017-01-24,CASE_DB,0.894,2017-07-30T08:50:00,2020-07-08T07:49:00
P002085,Tanu Kumar Chavan,,Other,1997-03-15,29,Indian,Self Employed,"317, Main Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,tchavan489@example.test,Victim,2025-11-25,INTELLIGENCE_DB,0.88,2026-05-28T01:30:00,2026-08-15T00:56:00
P003773,Arjun Dhumal,Arjun D.,Male,1985-06-26,41,Indian,Business Owner,"255, Canal Road, Shivajinagar, Pune",Pune,Pune,Maharashtra,411005,arjun.dhumal@example.test,Other,2014-07-29,CASE_DB,0.944,2015-02-15T18:12:00,2015-04-15T21:13:00
P001577,Neha D Desai,,Female,1973-12-17,52,Indian,Private Employee,"872, College Road, Vishrantwadi, Pune",Pune,Pune,Maharashtra,411015,nehadesai@example.test,Person of Interest,2019-03-30,FIELD_REPORT,0.852,2025-09-10T08:44:00,2025-10-13T12:39:00
P003541,Pooja Sawant,Pooja Ramesh,Female,1984-07-10,42,Indian,Self Employed,"741, Ring Road, Yerawada, Pune",Pune,Pune,Maharashtra,411006,,Witness,2024-04-09,CASE_DB,0.894,2025-11-18T01:37:00,2025-12-13T03:32:00
P002311,Dhruv Sutar,,Male,1971-01-11,55,Indian,Student,"249, Market Road, Swargate, Pune",Pune,Pune,Maharashtra,411037,,Complainant,2019-12-19,FIELD_REPORT,0.802,2021-05-09T20:58:00,2022-11-17T02:39:00
P004800,Sahil R Sharma,,Male,1965-08-24,61,Indian,Retired,"548, Ring Road, Aundh, Pune",Pune,Pune,Maharashtra,411007,sahil.sharma@example.test,Witness,2013-12-23,COURT_RECORD,0.908,2024-03-04T23:31:00,2026-04-16T10:18:00
P004685,Sahil Salunkhe,,Male,1984-09-20,41,Indian,Private Employee,"756, Park Road, Swargate, Pune",Pune,Pune,Maharashtra,411037,sahilsalunkhe@example.test,Other,2021-07-31,IDENTITY_DB,0.922,2024-08-27T09:49:00,2024-09-23T15:31:00
P004966,Isha Wagh,,Female,1972-01-22,54,Indian,Student,"596, Main Road, Aundh, Pune",Pune,Pune,Maharashtra,411007,,Complainant,2016-04-05,CASE_DB,0.844,2022-07-16T17:23:00,2026-06-07T18:28:00
P004931,Vaishnavi V Jadhav,,Female,1983-09-25,42,Indian,Student,"917, Station Road, Chinchwad, Pune",Pune,Pune,Maharashtra,411033,vjadhav602@example.test,Witness,2014-08-21,CASE_DB,0.894,2025-07-30T23:20:00,2025-08-27T18:53:00
P000586,Abhishek Ramesh Sutar,,Male,1963-07-03,63,Indian,Business Owner,"842, Link Road, Wakad, Pune",Pune,Pune,Maharashtra,411057,abhishek.sutar@example.test,Other,2022-03-25,IDENTITY_DB,0.922,2025-12-24T06:56:00,2026-05-17T16:37:00
P005950,Atharva Deshmukh,Atharva D.,Male,1976-08-17,50,Indian,Business Owner,"263, Park Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,atharvadeshmukh@example.test,Other,2019-12-19,FIELD_REPORT,0.902,2023-02-02T01:40:00,2026-08-18T21:01:00
P006955,Ananya Prakash Sutar,,Female,1981-12-26,44,Indian,Daily Wage Worker,"326, Market Road, Swargate, Pune",Pune,Pune,Maharashtra,411037,ananya.sutar238@example.test,Complainant,2017-05-27,CASE_DB,0.894,2026-08-06T22:58:00,2026-08-08T13:47:00
P004963,Vidya Joshi,,Female,1988-06-14,38,Indian,Private Employee,"912, Canal Road, Shivajinagar, Pune",Pune,Pune,Maharashtra,411005,vjoshi617@example.test,Complainant,2017-09-15,INTELLIGENCE_DB,0.88,2017-12-24T12:42:00,2020-03-14T23:16:00
P000594,Aniket Sharma,Aniket,Male,1990-05-28,36,Indian,Driver / Transport,"860, Temple Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,aniket.sharma@example.test,Person of Interest,2020-07-07,CASE_DB,0.944,2022-04-15T00:01:00,2022-12-21T07:42:00
P003286,Mrunal Kale,,Female,1993-08-07,33,Other,Private Employee,"867, Park Road, Bhosari, Pune",Pune,Pune,Maharashtra,411039,mrunalkale@example.test,Victim,2015-11-20,IDENTITY_DB,0.922,2017-01-23T16:48:00,2023-08-30T06:26:00
P002666,Aniket Raj Deshmukh,,Male,1996-08-20,30,Indian,Private Employee,"558, Station Road, Kondhwa, Pune",Pune,Pune,Maharashtra,411048,aniket.deshmukh721@example.test,Complainant,2020-12-05,IDENTITY_DB,0.922,2021-02-14T15:27:00,2026-05-20T02:08:00
P005921,Mrunal Gore,,Female,1994-09-21,31,Indian,Self Employed,"326, Link Road, Viman Nagar, Pune",Pune,Pune,Maharashtra,411014,,Witness,2015-01-21,IDENTITY_DB,0.872,2016-05-25T15:09:00,2025-05-06T15:43:00
P006764,Vaishnavi Thakur,,Female,1970-11-19,55,Indian,Business Owner,"310, Canal Road, Kondhwa, Pune",Pune,Pune,Maharashtra,411048,vaishnavi.thakur@example.test,Person of Interest,2013-03-31,CASE_DB,0.894,2015-12-12T16:39:00,2023-12-11T16:36:00
P000899,Deepa Jadhav,,Female,1987-11-10,38,Indian,Private Employee,"946, Canal Road, Chinchwad, Pune",Pune,Pune,Maharashtra,411033,deepajadhav@example.test,Witness,2020-07-20,COURT_RECORD,0.908,2025-08-05T01:32:00,2025-12-11T20:26:00
P006156,Gaurav Anil Wagh,,Male,1967-06-07,59,Indian,Daily Wage Worker,"49, Main Road, Bhosari, Pune",Pune,Pune,Maharashtra,411039,,Complainant,2016-01-05,LEGACY_DB,0.774,2022-07-18T22:58:00,2024-06-17T15:01:00
P003936,Siddharth Kumar Kadam,S. Kadam,Male,1964-10-21,61,Indian,Retired,"286, Station Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,skadam227@example.test,Accused,2025-06-08,CASE_DB,0.944,2026-05-26T15:25:00,2026-07-31T15:38:00
P006542,Vaishnavi Gore,,Female,1984-10-10,41,Indian,Business Owner,"754, Temple Road, Chinchwad, Pune",Pune,Pune,Maharashtra,411033,,Complainant,2025-06-14,CASE_DB,0.844,2025-12-14T01:37:00,2026-03-19T16:19:00
P001824,Amit Mane,,Male,1993-03-09,33,Indian,Private Employee,"968, Link Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,,Accused,2014-05-09,IDENTITY_DB,0.872,2022-02-17T13:55:00,2023-10-23T06:40:00
P006358,Gaurav Kale,,Male,2000-01-17,26,Indian,Self Employed,"745, Station Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,gaurav.kale305@example.test,Person of Interest,2024-05-31,CASE_DB,0.894,2024-06-28T18:04:00,2024-12-27T09:12:00
P006771,Riyaan Sanjay Gaikwad,,Other,1985-06-13,41,Indian,Driver / Transport,"65, Nagar Road, Baner, Pune",Pune,Pune,Maharashtra,411045,rgaikwad795@example.test,Victim,2019-07-12,CASE_DB,0.894,2023-07-24T05:03:00,2026-02-15T11:24:00
P000986,Siddharth Kulkarni,,Male,1975-11-02,50,Indian,Self Employed,"629, Market Road, Vishrantwadi, Pune",Pune,Pune,Maharashtra,411015,siddharth.kulkarni@example.test,Person of Interest,2012-05-31,FIELD_REPORT,0.852,2022-10-27T01:41:00,2024-11-26T01:36:00
P000979,Shiv Sanjay Pande,,Other,1961-04-18,65,Indian,Homemaker,"924, College Road, Yerawada, Pune",Pune,Pune,Maharashtra,411006,shivpande@example.test,Complainant,2023-10-29,FIELD_REPORT,0.852,2023-11-16T18:51:00,2025-01-28T14:59:00
P006496,Shubham Anil Gaikwad,S. Gaikwad,Male,1986-07-10,40,Indian,Business Owner,"504, Temple Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,,Person of Interest,2025-12-05,FIELD_REPORT,0.852,2026-01-14T14:09:00,2026-07-08T06:21:00
P006894,Aditi Kulkarni,,Female,1982-02-26,44,Indian,Skilled Worker,"374, Station Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,akulkarni118@example.test,Witness,2025-08-01,FIELD_REPORT,0.852,2025-10-26T15:06:00,2026-07-11T22:01:00
P002766,Vidya More,Vidya Kiran,Female,1993-11-06,32,Indian,Professional,"285, College Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,vidya.more@example.test,Witness,2020-04-27,CASE_DB,0.944,2021-01-10T06:33:00,2025-08-06T16:52:00
P006627,Nikhil Kulkarni,,Male,1992-09-28,33,Indian,Private Employee,"634, Nagar Road, Shivajinagar, Pune",Pune,Pune,Maharashtra,411005,nikhilkulkarni@example.test,Person of Interest,2012-11-28,COURT_RECORD,0.908,2021-03-19T10:16:00,2023-10-24T22:39:00
P006648,Sahil R Gore,,Male,1968-11-12,57,Indian,Business Owner,"557, Main Road, Swargate, Pune",Pune,Pune,Maharashtra,411037,sahil.gore78@example.test,Person of Interest,2021-10-15,CASE_DB,0.894,2026-05-18T00:46:00,2026-08-13T17:36:00
P000151,Rohit More,,Male,1964-04-26,62,Indian,Business Owner,"120, Station Road, Baner, Pune",Pune,Pune,Maharashtra,411045,rmore627@example.test,Witness,2022-11-04,CASE_DB,0.894,2023-05-24T07:35:00,2024-11-19T21:18:00
P003103,Nikita Sutar,,Female,2000-07-10,26,Indian,Private Employee,"845, Link Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,nikita.sutar@example.test,Witness,2016-07-11,COURT_RECORD,0.908,2018-09-25T19:27:00,2022-07-19T18:03:00
P002580,Amit Bhosale,Amit,Male,1992-04-28,34,Indian,Business Owner,"645, Ring Road, Yerawada, Pune",Pune,Pune,Maharashtra,411006,amitbhosale@example.test,Complainant,2022-01-08,COURT_RECORD,0.958,2022-06-26T13:37:00,2025-07-31T16:26:00
P003829,Vidya Pawar,,Female,1987-08-06,39,Indian,Government Employee,"516, Ring Road, Chinchwad, Pune",Pune,Pune,Maharashtra,411033,vidya.pawar114@example.test,Witness,2017-09-09,CASE_DB,0.894,2025-11-30T22:58:00,2026-02-12T15:43:00
P001422,Riya Patil,,Female,1978-08-22,48,Indian,Government Employee,"782, Ring Road, Bhosari, Pune",Pune,Pune,Maharashtra,411039,rpatil390@example.test,Person of Interest,2015-09-16,IDENTITY_DB,0.922,2020-02-24T22:25:00,2020-10-19T19:09:00
P005702,Nandini D Shinde,,Female,1994-01-03,32,Indian,Business Owner,"470, Canal Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,nandini.shinde@example.test,Person of Interest,2016-11-25,FIELD_REPORT,0.852,2017-05-15T07:21:00,2020-01-11T01:01:00
P006474,Deepa D Deshmukh,,Female,1959-06-07,67,Indian,Retired,"44, Market Road, Wakad, Pune",Pune,Pune,Maharashtra,411057,deepadeshmukh@example.test,Complainant,2019-05-08,LEGACY_DB,0.824,2020-01-10T17:55:00,2022-05-13T08:43:00
P000448,Nikhil Joshi,,Male,1989-10-03,36,Indian,Professional,"538, Canal Road, Shivajinagar, Pune",Pune,Pune,Maharashtra,411005,nikhil.joshi7@example.test,Other,2013-09-01,CASE_DB,0.894,2024-03-01T13:28:00,2024-11-09T04:15:00
P002555,Pranav Sawant,,Male,1984-11-23,41,Indian,Student,"739, Main Road, Chinchwad, Pune",Pune,Pune,Maharashtra,411033,psawant133@example.test,Person of Interest,2024-12-12,INTELLIGENCE_DB,0.88,2026-04-01T21:06:00,2026-06-30T07:01:00
P003506,Tanvi Kumar Dhumal,Tanvi Kumar,Female,1990-04-06,36,Indian,Private Employee,"89, Ring Road, Viman Nagar, Pune",Pune,Pune,Maharashtra,411014,tanvi.dhumal@example.test,Witness,2014-07-26,CASE_DB,0.944,2016-06-03T10:01:00,2016-08-28T04:49:00
P002198,Swati R Sawant,,Female,1973-05-03,53,Other,Student,"920, Park Road, Katraj, Pune",Pune,Pune,Maharashtra,411046,swatisawant@example.test,Person of Interest,2022-03-30,COURT_RECORD,0.908,2026-08-12T13:05:00,2026-08-17T19:20:00
P002898,Mayur Sutar,,Male,1987-06-22,39,Indian,Business Owner,"406, Station Road, Kondhwa, Pune",Pune,Pune,Maharashtra,411048,mayur.sutar249@example.test,Person of Interest,2016-04-06,INTELLIGENCE_DB,0.88,2026-05-20T17:22:00,2026-07-03T17:42:00
P003050,Vivek Dilip Dhumal,Vivek D.,Male,1993-09-13,32,Indian,Business Owner,"547, Main Road, Swargate, Pune",Pune,Pune,Maharashtra,411037,vdhumal156@example.test,Complainant,2022-01-17,FIELD_REPORT,0.902,2024-03-06T21:55:00,2024-08-25T06:24:00
P001387,Swapnil Gaikwad,Swapnil,Male,1996-11-20,29,Indian,Homemaker,"265, Park Road, Chinchwad, Pune",Pune,Pune,Maharashtra,411033,swapnil.gaikwad@example.test,Complainant,2023-12-17,CASE_DB,0.944,2026-05-17T23:58:00,2026-08-09T10:55:00
P000524,Omkar D Gaikwad,,Male,1987-04-05,39,Indian,Private Employee,"410, Temple Road, Wakad, Pune",Pune,Pune,Maharashtra,411057,omkargaikwad@example.test,Other,2013-02-26,INTELLIGENCE_DB,0.88,2024-12-08T01:25:00,2026-06-09T22:53:00
P002203,Harsh Raj Pande,H. Pande,Male,1964-11-23,61,Indian,Retired,"652, Canal Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,harsh.pande516@example.test,Accused,2019-09-30,CASE_DB,0.944,2023-03-02T07:29:00,2023-09-09T23:54:00
P006586,Abhishek Desai,A. Desai,Male,1981-05-11,45,Indian,Driver / Transport,"95, Ring Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,adesai459@example.test,Other,2021-01-08,CASE_DB,0.944,2024-10-07T17:59:00,2026-07-27T01:03:00
P005851,Kavya Kiran Gaikwad,,Female,1992-11-02,33,Indian,Business Owner,"710, Station Road, Wakad, Pune",Pune,Pune,Maharashtra,411057,kavya.gaikwad@example.test,Complainant,2015-09-10,IDENTITY_DB,0.922,2022-09-30T23:58:00,2023-01-19T02:10:00
P002382,Tejas P Patil,T. Patil,Male,1994-08-24,32,Indian,Daily Wage Worker,"325, Nagar Road, Vishrantwadi, Pune",Pune,Pune,Maharashtra,411015,tejaspatil@example.test,Complainant,2022-05-03,CASE_DB,0.944,2024-01-30T09:32:00,2025-07-10T18:57:00
P004807,Swapnil Mahesh Bhosale,,Male,1983-09-25,42,Indian,Homemaker,"594, Temple Road, Viman Nagar, Pune",Pune,Pune,Maharashtra,411014,swapnil.bhosale663@example.test,Witness,2019-07-15,CASE_DB,0.894,2020-01-20T03:13:00,2026-05-12T11:42:00
P002658,Mayur K Mane,,Male,1982-12-07,43,British,Driver / Transport,"808, Station Road, Aundh, Pune",Pune,Pune,Maharashtra,411007,mmane585@example.test,Witness,2016-01-27,COURT_RECORD,0.908,2025-02-14T09:50:00,2025-06-02T02:20:00
P000494,Rahul Anil More,,Male,1998-02-21,28,Indian,Private Employee,"145, Station Road, Shivajinagar, Pune",Pune,Pune,Maharashtra,411005,rahul.more@example.test,Witness,2012-02-09,CASE_DB,0.894,2019-10-20T18:36:00,2025-10-24T05:25:00
P005500,Yash Wagh,Yash W.,Male,1982-04-22,44,Indian,Student,"507, Ring Road, Yerawada, Pune",Pune,Pune,Maharashtra,411006,yashwagh@example.test,Person of Interest,2014-06-12,LEGACY_DB,0.874,2020-11-10T06:18:00,2023-11-03T00:22:00
P004114,Vaishnavi Kale,Vaishnavi Kiran,Female,1991-10-04,34,Indian,Student,"113, Canal Road, Katraj, Pune",Pune,Pune,Maharashtra,411046,,Victim,2020-04-25,COURT_RECORD,0.908,2025-05-30T10:51:00,2026-07-15T08:44:00
P006675,Vaishnavi Sawant,,Female,1994-08-04,32,Indian,Government Employee,"781, Temple Road, Swargate, Pune",Pune,Pune,Maharashtra,411037,vsawant389@example.test,Person of Interest,2019-01-30,CASE_DB,0.894,2023-03-05T11:52:00,2023-03-11T11:09:00
P000521,Amit Kumar Salunkhe,,Male,1970-12-19,55,Indian,Self Employed,"668, Station Road, Kondhwa, Pune",Pune,Pune,Maharashtra,411048,amit.salunkhe@example.test,Victim,2025-09-21,CASE_DB,0.894,2026-07-06T05:39:00,2026-07-16T21:43:00
P001844,Manish K Sawant,Manish Ramesh,Male,1972-03-19,54,Indian,Business Owner,"385, Link Road, Vishrantwadi, Pune",Pune,Pune,Maharashtra,411015,manishsawant@example.test,Accused,2020-04-25,IDENTITY_DB,0.972,2023-11-13T05:27:00,2025-02-20T06:19:00
P005855,Tejas Naik,,Male,1969-10-15,56,Indian,Government Employee,"353, Main Road, Wakad, Pune",Pune,Pune,Maharashtra,411057,tejas.naik927@example.test,Witness,2012-09-06,CASE_DB,0.894,2026-05-02T20:29:00,2026-08-02T05:38:00
P006112,Harsh Mahesh Kulkarni,,Male,1988-03-09,38,Indian,Business Owner,"907, Market Road, Yerawada, Pune",Pune,Pune,Maharashtra,411006,hkulkarni561@example.test,Accused,2024-11-05,IDENTITY_DB,0.922,2026-04-08T16:20:00,2026-05-13T19:01:00
P001080,Shreya Pawar,,Female,1971-05-16,55,Indian,Self Employed,"664, Link Road, Swargate, Pune",Pune,Pune,Maharashtra,411037,shreya.pawar@example.test,Other,2018-05-03,CASE_DB,0.894,2019-08-17T04:52:00,2019-09-29T07:45:00
P000966,Dhruv Shinde,,Male,1990-05-23,36,Indian,Student,"118, College Road, Baner, Pune",Pune,Pune,Maharashtra,411045,,Witness,2013-07-22,CASE_DB,0.844,2019-01-12T12:15:00,2020-08-02T07:38:00
P003589,Aditi K Kadam,,Female,2002-04-27,24,Indian,Skilled Worker,"427, Ring Road, Chinchwad, Pune",Pune,Pune,Maharashtra,411033,aditi.kadam306@example.test,Victim,2016-07-03,IDENTITY_DB,0.922,2019-08-06T03:55:00,2025-05-03T11:43:00
P001901,Kunal Patil,Kunal,Other,1970-05-13,56,Indian,Skilled Worker,"93, Canal Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,kpatil951@example.test,Witness,2020-12-26,CASE_DB,0.944,2021-05-07T10:26:00,2026-06-15T18:03:00
P004783,Vivek Mane,,Male,1992-12-25,33,Indian,Self Employed,"728, Link Road, Chinchwad, Pune",Pune,Pune,Maharashtra,411033,vivek.mane@example.test,Person of Interest,2020-07-16,CASE_DB,0.894,2023-06-17T04:41:00,2025-02-25T02:45:00
P003753,Rahul Pande,Rahul Ramesh,Male,1978-12-01,47,Indian,Homemaker,"55, Park Road, Vishrantwadi, Pune",Pune,Pune,Maharashtra,411015,rahulpande@example.test,Witness,2017-02-21,LEGACY_DB,0.874,2019-01-22T20:05:00,2023-08-27T10:06:00
P006308,Pranav Patil,,Male,1966-05-27,60,Indian,Retired,"273, Main Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,pranav.patil106@example.test,Person of Interest,2021-08-07,IDENTITY_DB,0.922,2023-01-24T07:34:00,2025-04-23T18:35:00
P004844,Abhishek R Patil,,Male,1985-12-10,40,Indian,Business Owner,"77, Link Road, Bhosari, Pune",Pune,Pune,Maharashtra,411039,apatil49@example.test,Person of Interest,2025-10-26,COURT_RECORD,0.908,2026-07-01T01:44:00,2026-08-06T20:58:00
P000416,Kunal Kadam,,Male,2000-04-07,26,Indian,Self Employed,"234, Park Road, Vishrantwadi, Pune",Pune,Pune,Maharashtra,411015,kunal.kadam@example.test,Accused,2018-01-14,IDENTITY_DB,0.922,2019-04-07T07:06:00,2024-02-06T16:38:00
P004000,Aniket Sanjay Gaikwad,,Male,1995-06-04,31,Indian,Student,"464, Park Road, Baner, Pune",Pune,Pune,Maharashtra,411045,,Witness,2024-09-08,CASE_DB,0.844,2025-02-17T10:12:00,2025-06-02T19:41:00
P005036,Saurabh Kadam,Saurabh K.,Male,1974-08-16,52,Indian,Government Employee,"734, Ring Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,,Other,2018-05-25,IDENTITY_DB,0.922,2024-01-16T20:48:00,2026-08-21T03:49:00
P000728,Madhura Sawant,,Female,1998-10-22,27,Indian,Business Owner,"560, Canal Road, Kondhwa, Pune",Pune,Pune,Maharashtra,411048,msawant782@example.test,Witness,2017-04-03,COURT_RECORD,0.908,2017-08-14T18:15:00,2020-04-26T15:22:00
P003924,Kajal Sawant,,Female,1983-07-28,43,Indian,Government Employee,"117, College Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,kajal.sawant@example.test,Person of Interest,2015-01-18,COURT_RECORD,0.908,2017-01-21T00:39:00,2022-03-17T18:45:00
P003451,Kunal Mahesh Bhosale,,Other,1995-02-14,31,Indian,Homemaker,"81, Temple Road, Katraj, Pune",Pune,Pune,Maharashtra,411046,kunalbhosale@example.test,Witness,2013-05-16,CASE_DB,0.894,2017-07-05T00:27:00,2024-03-10T03:57:00
P006410,Kunal M Kadam,,Male,1980-10-22,45,Indian,Professional,"792, Park Road, Wakad, Pune",Pune,Pune,Maharashtra,411057,kunal.kadam727@example.test,Witness,2013-04-12,INTELLIGENCE_DB,0.88,2022-07-28T00:29:00,2025-05-15T12:55:00
P003072,Anjali Anil Thakur,,Female,2001-05-22,25,Indian,Private Employee,"342, Temple Road, Vishrantwadi, Pune",Pune,Pune,Maharashtra,411015,athakur199@example.test,Person of Interest,2022-08-25,LEGACY_DB,0.824,2023-03-28T15:15:00,2025-11-14T05:25:00
P002902,Rahul Chavan,,Male,2006-05-07,20,Indian,Student,"668, Nagar Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,rahul.chavan@example.test,Accused,2013-05-09,LEGACY_DB,0.824,2021-01-27T04:32:00,2025-03-13T18:18:00
P002338,Swapnil A Joshi,Swapnil Mahesh,Male,1990-01-19,36,Indian,Private Employee,"993, Park Road, Yerawada, Pune",Pune,Pune,Maharashtra,411006,swapniljoshi@example.test,Victim,2021-04-23,COURT_RECORD,0.958,2023-11-17T22:31:00,2024-12-08T17:28:00
P005400,Tanvi Vijay Sutar,,Female,1975-09-14,50,Indian,Professional,"339, Link Road, Chinchwad, Pune",Pune,Pune,Maharashtra,411033,,Other,2013-10-25,CASE_DB,0.844,2023-04-24T19:57:00,2025-06-11T02:05:00
P005639,Nandini Anil Sharma,,Female,2003-01-13,23,Indian,Unemployed,"663, Park Road, Wakad, Pune",Pune,Pune,Maharashtra,411057,nsharma996@example.test,Witness,2021-07-09,IDENTITY_DB,0.922,2026-03-31T21:37:00,2026-07-14T13:36:00
P002553,Akash Sutar,,Male,1983-05-16,43,Indian,Driver / Transport,"640, Canal Road, Wakad, Pune",Pune,Pune,Maharashtra,411057,akash.sutar@example.test,Complainant,2022-06-25,CASE_DB,0.894,2025-08-10T16:51:00,2025-11-07T03:25:00
P002107,Dhruv Pawar,,Male,1992-08-17,34,Indian,Private Employee,"259, Nagar Road, Shivajinagar, Pune",Pune,Pune,Maharashtra,411005,dhruvpawar@example.test,Accused,2021-07-05,COURT_RECORD,0.908,2023-01-10T09:58:00,2023-04-05T18:56:00
P005422,Aanya Vijay Dhumal,,Female,1968-01-27,58,Indian,Business Owner,"322, Station Road, Swargate, Pune",Pune,Pune,Maharashtra,411037,aanya.dhumal565@example.test,Witness,2014-04-06,CASE_DB,0.894,2015-11-22T11:31:00,2020-01-13T20:55:00
P001542,Simran Thakur,,Female,1978-09-14,47,Indian,Private Employee,"963, Nagar Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,sthakur22@example.test,Accused,2012-06-14,FIELD_REPORT,0.852,2023-10-03T08:22:00,2024-10-07T12:00:00
P002963,Aarav Wagh,,Male,1998-08-11,28,Indian,Government Employee,"246, Market Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,aarav.wagh@example.test,Witness,2012-12-27,INTELLIGENCE_DB,0.88,2016-05-17T04:12:00,2025-03-23T18:49:00
P004383,Mayur Salunkhe,,Male,1991-06-20,35,Indian,Student,"262, Park Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,mayursalunkhe@example.test,Accused,2016-06-12,CASE_DB,0.894,2025-01-08T08:58:00,2026-08-04T08:31:00
P001722,Kunal Anil Desai,Kunal,Male,1988-03-27,38,Indian,Private Employee,"409, Park Road, Bhosari, Pune",Pune,Pune,Maharashtra,411039,kunal.desai114@example.test,Other,2022-10-09,LEGACY_DB,0.874,2024-01-27T11:58:00,2026-05-18T02:20:00
P005396,Vikas Ramesh Deshmukh,,Male,1992-09-18,33,Indian,Private Employee,"59, Ring Road, Kondhwa, Pune",Pune,Pune,Maharashtra,411048,vdeshmukh399@example.test,Victim,2021-09-30,IDENTITY_DB,0.922,2024-01-17T15:05:00,2024-10-15T04:17:00
P004483,Kavya Naik,K. Naik,Female,1964-11-13,61,Indian,Unemployed,"617, Nagar Road, Swargate, Pune",Pune,Pune,Maharashtra,411037,kavya.naik@example.test,Victim,2022-12-22,COURT_RECORD,0.958,2026-04-25T01:01:00,2026-06-30T10:53:00
P002231,Meera More,,Female,1978-08-17,48,Indian,Government Employee,"492, College Road, Katraj, Pune",Pune,Pune,Maharashtra,411046,meeramore@example.test,Victim,2017-03-14,IDENTITY_DB,0.922,2025-07-05T02:28:00,2025-08-04T19:33:00
P005457,Nikhil Kale,,Male,1977-09-16,48,Indian,Private Employee,"51, Canal Road, Dhankawadi, Pune",Pune,Pune,Maharashtra,411043,nikhil.kale93@example.test,Victim,2024-06-03,CASE_DB,0.894,2025-02-07T05:34:00,2025-10-03T10:39:00
