phone_id,phone_number,country_code,carrier,circle,activation_date,deactivation_date,phone_status,registered_person_id,source
PH000237,9311976723,+91,Carrier_E,Maharashtra,2025-08-09,,Active,P006567,SYNTH_IDENTITY_DB
PH000238,9954515048,+91,Carrier_C,Maharashtra,2026-04-18,,Active,P005557,SYNTH_IDENTITY_DB
PH000239,9316945969,+91,Carrier_A,Maharashtra,2019-02-25,,Active,P000145,SYNTH_TELECOM_DB
PH000240,9808148819,+91,Carrier_C,Maharashtra,2015-11-13,,Active,P001153,SYNTH_TELECOM_DB
PH000241,9818155478,+91,Carrier_A,Maharashtra,2024-10-28,,Active,P004333,SYNTH_CDR_DB
PH000242,9476637838,+91,Carrier_D,Maharashtra,2025-09-16,,Active,P005912,SYNTH_TELECOM_DB
PH000243,9392405966,+91,Carrier_B,Maharashtra,2011-07-16,,Active,P006239,SYNTH_TELECOM_DB
PH000244,9348243213,+91,Carrier_B,Maharashtra,2024-02-25,2025-03-11,Inactive,P004522,SYNTH_TELECOM_DB
PH000245,9306625630,+91,Carrier_A,Maharashtra,2025-07-03,,Active,P002602,SYNTH_TELECOM_DB
PH000246,9821545398,+91,Carrier_A,Maharashtra,2023-04-26,,Active,P001073,SYNTH_CDR_DB
PH000247,9316011282,+91,Carrier_A,Maharashtra,2018-09-10,,Active,P006366,SYNTH_TELECOM_DB
PH000248,9451643885,+91,Carrier_D,Maharashtra,2018-12-02,,Active,P004487,SYNTH_TELECOM_DB
PH000249,9969557035,+91,Carrier_A,Maharashtra,2020-10-12,,Active,P004491,SYNTH_TELECOM_DB
PH000250,9819251168,+91,Carrier_C,Maharashtra,2022-02-24,2024-03-12,Suspended,P002695,SYNTH_TELECOM_DB
PH000251,9153012401,+91,Carrier_A,Maharashtra,2023-10-10,2025-09-06,Inactive,P001457,SYNTH_IDENTITY_DB
PH000252,9358257542,+91,Carrier_E,Maharashtra,2014-12-22,2021-10-02,Reassigned,P005258,SYNTH_CDR_DB
PH000253,9727939862,+91,Carrier_B,Maharashtra,2020-10-19,2026-08-29,Reassigned,P002002,SYNTH_TELECOM_DB
PH000254,9320075266,+91,Carrier_D,Maharashtra,2023-09-18,,Active,P004423,SYNTH_TELECOM_DB
PH000255,9318161787,+91,Carrier_A,Maharashtra,2020-04-30,2024-12-26,Inactive,P002393,SYNTH_TELECOM_DB
PH000256,9713465037,+91,Carrier_C,Maharashtra,2015-12-16,,Active,P002616,SYNTH_IDENTITY_DB
PH000257,9246004994,+91,Carrier_B,Maharashtra,2022-12-01,,Active,P000135,SYNTH_TELECOM_DB
PH000258,9768009313,+91,Carrier_A,Maharashtra,2010-08-21,,Active,P000074,SYNTH_TELECOM_DB
PH000259,9937699428,+91,Carrier_D,Maharashtra,2025-12-22,2026-08-29,Suspended,P001472,SYNTH_LEGACY_DB
PH000260,9563771867,+91,Carrier_A,Maharashtra,2014-11-24,2016-05-17,Suspended,P004916,SYNTH_IDENTITY_DB
PH000261,9961633661,+91,Carrier_A,Maharashtra,2026-05-11,,Active,P002466,SYNTH_TELECOM_DB
PH000262,9585582066,+91,Carrier_B,Maharashtra,2026-03-06,,Active,P003305,SYNTH_TELECOM_DB
PH000263,9951971097,+91,Carrier_C,Maharashtra,2026-08-09,2026-08-29,Inactive,P003466,SYNTH_TELECOM_DB
PH000264,9306248742,+91,Carrier_D,Maharashtra,2017-10-15,,Active,P006485,SYNTH_TELECOM_DB
PH000265,9771577719,+91,Carrier_A,Maharashtra,2021-11-23,2026-08-29,Inactive,P005992,SYNTH_TELECOM_DB
PH000266,9320867265,+91,Carrier_A,Maharashtra,2010-11-30,2016-05-14,Inactive,P002140,SYNTH_TELECOM_DB
PH000267,9786114995,+91,Carrier_B,Maharashtra,2012-02-10,2012-06-25,Inactive,P006441,SYNTH_LEGACY_DB
PH000268,9743263917,+91,Carrier_D,Maharashtra,2025-06-24,2026-01-09,Inactive,P003474,SYNTH_TELECOM_DB
PH000269,9127568143,+91,Carrier_D,Maharashtra,2026-05-08,,Active,P005900,SYNTH_TELECOM_DB
PH000270,9823135982,+91,Carrier_B,Maharashtra,2015-06-11,2018-06-06,Inactive,P005695,SYNTH_TELECOM_DB
PH000271,9609791746,+91,Carrier_B,Maharashtra,2022-05-24,,Active,P003303,SYNTH_IDENTITY_DB
PH000272,9496336444,+91,Carrier_A,Maharashtra,2022-04-07,,Active,P004369,SYNTH_TELECOM_DB
PH000273,9992428870,+91,Carrier_C,Maharashtra,2018-05-29,,Active,P005647,SYNTH_IDENTITY_DB
PH000274,9801355470,+91,Carrier_B,Maharashtra,2016-12-13,,Active,P002796,SYNTH_TELECOM_DB
PH000275,9998728260,+91,Carrier_A,Maharashtra,2018-03-17,,Active,P002599,SYNTH_TELECOM_DB
PH000276,9456078852,+91,Carrier_A,Maharashtra,2017-08-04,,Active,P003349,SYNTH_CDR_DB
PH000277,9389410055,+91,Carrier_A,Maharashtra,2014-05-16,,Active,P002116,SYNTH_IDENTITY_DB
PH000278,9962694030,+91,Carrier_C,Maharashtra,2012-04-22,,Active,P005509,SYNTH_IDENTITY_DB
PH000279,9421794837,+91,Carrier_A,Maharashtra,2022-10-18,,Active,P005656,SYNTH_CDR_DB
PH000280,9798572945,+91,Carrier_B,Maharashtra,2018-09-08,,Active,P003344,SYNTH_TELECOM_DB
PH000281,9474329779,+91,Carrier_D,Maharashtra,2019-04-09,,Active,P004971,SYNTH_CDR_DB
PH000282,9143935536,+91,Carrier_C,Maharashtra,2024-09-28,,Active,P000487,SYNTH_CDR_DB
PH000283,9228284194,+91,Carrier_E,Maharashtra,2017-12-01,,Active,P003672,SYNTH_CDR_DB
PH000284,9805354689,+91,Carrier_B,Maharashtra,2015-10-21,,Active,P002408,SYNTH_LEGACY_DB
PH000285,9976010712,+91,Carrier_A,Maharashtra,2026-02-15,,Active,P001941,SYNTH_TELECOM_DB
PH000286,9607137704,+91,Carrier_A,Maharashtra,2020-03-15,,Active,P006043,SYNTH_CDR_DB
PH000287,9616488933,+91,Carrier_C,Maharashtra,2013-04-20,,Active,P003593,SYNTH_TELECOM_DB
PH000288,9524671516,+91,Carrier_A,Maharashtra,2022-11-19,,Active,P000192,SYNTH_TELECOM_DB
PH000289,9928051744,+91,Carrier_B,Maharashtra,2014-12-22,,Active,P006006,SYNTH_TELECOM_DB
PH000290,9890486460,+91,Carrier_C,Maharashtra,2026-05-07,,Active,P003990,SYNTH_CDR_DB
PH000291,9849703898,+91,Carrier_A,Maharashtra,2012-07-30,,Active,P000348,SYNTH_TELECOM_DB
PH000292,9586786589,+91,Carrier_E,Maharashtra,2016-06-25,,Active,P000786,SYNTH_TELECOM_DB
PH000293,9929225951,+91,Carrier_C,Maharashtra,2013-09-05,,Active,P006019,SYNTH_TELECOM_DB
PH000294,9314367623,+91,Carrier_A,Maharashtra,2025-12-19,,Active,P004701,SYNTH_TELECOM_DB
PH000295,9203539821,+91,Carrier_A,Maharashtra,2026-07-26,,Active,P005525,SYNTH_TELECOM_DB
PH000296,9251784506,+91,Carrier_B,Maharashtra,2026-02-28,,Active,P002940,SYNTH_TELECOM_DB
PH000297,9124019481,+91,Carrier_A,Maharashtra,2012-11-29,,Active,P001132,SYNTH_TELECOM_DB
PH000298,9600620983,+91,Carrier_C,Maharashtra,2013-03-13,,Active,P001793,SYNTH_LEGACY_DB
PH000299,9263375298,+91,Carrier_B,Maharashtra,2012-02-17,,Active,P005546,SYNTH_TELECOM_DB
PH000300,9671377020,+91,Carrier_E,Maharashtra,2021-12-06,,Active,P004029,SYNTH_CDR_DB
PH000301,9708749135,+91,Carrier_B,Maharashtra,2010-10-12,,Active,P002334,SYNTH_TELECOM_DB
PH000302,9458385512,+91,Carrier_C,Maharashtra,2012-07-27,,Active,P004055,SYNTH_TELECOM_DB
PH000303,9286100708,+91,Carrier_A,Maharashtra,2017-09-14,,Active,P001005,SYNTH_TELECOM_DB
PH000304,9498851020,+91,Carrier_B,Maharashtra,2015-11-28,,Active,P004138,SYNTH_CDR_DB
PH000305,9298490021,+91,Carrier_C,Maharashtra,2022-07-16,,Active,P003916,SYNTH_IDENTITY_DB
PH000306,9421455054,+91,Carrier_D,Maharashtra,2026-03-26,,Active,P006888,SYNTH_TELECOM_DB
PH000307,9962262369,+91,Carrier_D,Maharashtra,2023-09-21,2025-01-22,Reassigned,P003809,SYNTH_TELECOM_DB
PH000308,9111556856,+91,Carrier_C,Maharashtra,2023-12-14,,Active,P006364,SYNTH_IDENTITY_DB
PH000309,9919307818,+91,Carrier_A,Maharashtra,2026-05-31,,Active,P006131,SYNTH_CDR_DB
PH000310,9966118999,+91,Carrier_A,Maharashtra,2011-01-08,,Active,P001262,SYNTH_TELECOM_DB
PH000311,9187064033,+91,Carrier_B,Maharashtra,2015-06-17,,Active,P003552,SYNTH_TELECOM_DB
PH000312,9103432663,+91,Carrier_A,Maharashtra,2021-07-12,,Active,P000714,SYNTH_TELECOM_DB
PH000313,9815835472,+91,Carrier_C,Maharashtra,2020-07-28,,Active,P000237,SYNTH_TELECOM_DB
PH000314,9454624981,+91,Carrier_B,Maharashtra,2022-07-21,2023-12-18,Suspended,P004333,SYNTH_TELECOM_DB
PH000315,9318397238,+91,Carrier_B,Maharashtra,2021-09-12,2023-04-24,Suspended,P002640,SYNTH_TELECOM_DB
PH000316,9775385946,+91,Carrier_C,Maharashtra,2014-04-19,,Active,P004299,SYNTH_TELECOM_DB
PH000317,9363279828,+91,Carrier_A,Maharashtra,2022-05-27,,Active,P002690,SYNTH_TELECOM_DB
PH000318,9306085880,+91,Carrier_C,Maharashtra,2011-05-13,2016-07-21,Inactive,P005831,SYNTH_CDR_DB
PH000319,9424103006,+91,Carrier_B,Maharashtra,2018-12-16,,Active,P006597,SYNTH_TELECOM_DB
PH000320,9826650091,+91,Carrier_C,Maharashtra,2015-10-19,,Active,P003836,SYNTH_CDR_DB
PH000321,9690606284,+91,Carrier_C,Maharashtra,2020-11-16,,Active,P003484,SYNTH_IDENTITY_DB
PH000322,9355006810,+91,Carrier_A,Maharashtra,2019-10-04,2022-10-09,Inactive,P002490,SYNTH_CDR_DB
PH000323,9198590676,+91,Carrier_C,Maharashtra,2012-01-11,,Active,P004328,SYNTH_CDR_DB
PH000324,9415036433,+91,Carrier_C,Maharashtra,2025-07-21,2026-08-29,Inactive,P000986,SYNTH_LEGACY_DB
PH000325,9500979752,+91,Carrier_B,Maharashtra,2012-08-07,2015-05-02,Inactive,P005847,SYNTH_TELECOM_DB
PH000326,9312866433,+91,Carrier_D,Maharashtra,2017-11-12,,Active,P006068,SYNTH_TELECOM_DB
PH000327,9766712857,+91,Carrier_B,Maharashtra,2016-09-02,2019-03-19,Suspended,P000846,SYNTH_LEGACY_DB
PH000328,9309522568,+91,Carrier_A,Maharashtra,2010-08-07,,Active,P004026,SYNTH_IDENTITY_DB
PH000329,9975520153,+91,Carrier_A,Maharashtra,2013-09-30,,Active,P002227,SYNTH_TELECOM_DB
PH000330,9701928248,+91,Carrier_A,Maharashtra,2015-02-09,,Active,P003536,SYNTH_TELECOM_DB
PH000331,9700034564,+91,Carrier_C,Maharashtra,2016-03-20,,Active,P003119,SYNTH_TELECOM_DB
PH000332,9344489253,+91,Carrier_C,Maharashtra,2011-12-06,,Active,P000964,SYNTH_CDR_DB
PH000333,9934260803,+91,Carrier_D,Maharashtra,2024-06-09,,Active,P003836,SYNTH_LEGACY_DB
PH000334,9854492349,+91,Carrier_A,Maharashtra,2014-01-22,,Active,P005055,SYNTH_TELECOM_DB
PH000335,9732912193,+91,Carrier_A,Maharashtra,2014-08-24,2017-09-06,Reassigned,P005351,SYNTH_TELECOM_DB
PH000336,9575454763,+91,Carrier_A,Maharashtra,2012-05-11,2013-08-10,Inactive,P000157,SYNTH_CDR_DB
PH000337,9985500844,+91,Carrier_A,Maharashtra,2021-10-17,,Active,P004565,SYNTH_CDR_DB
PH000338,9146415992,+91,Carrier_C,Maharashtra,2012-05-19,,Active,P000152,SYNTH_CDR_DB
PH000339,9384938416,+91,Carrier_C,Maharashtra,2017-12-28,,Active,P000846,SYNTH_IDENTITY_DB
PH000340,9846596131,+91,Carrier_E,Maharashtra,2012-05-30,,Active,P000779,SYNTH_TELECOM_DB
PH000341,9572740387,+91,Carrier_A,Maharashtra,2013-07-07,,Active,P001333,SYNTH_TELECOM_DB
PH000342,9169680611,+91,Carrier_A,Maharashtra,2019-05-27,,Active,P002303,SYNTH_LEGACY_DB
PH000343,9641231616,+91,Carrier_A,Maharashtra,2013-05-12,,Active,P001436,SYNTH_TELECOM_DB
PH000344,9592795189,+91,Carrier_A,Maharashtra,2015-05-19,,Active,P000175,SYNTH_LEGACY_DB
PH000345,9281435132,+91,Carrier_C,Maharashtra,2010-02-19,,Active,P005673,SYNTH_CDR_DB
PH000346,9599516011,+91,Carrier_B,Maharashtra,2024-06-22,,Active,P006649,SYNTH_TELECOM_DB
PH000347,9657480549,+91,Carrier_B,Maharashtra,2024-11-10,2026-08-29,Inactive,P000084,SYNTH_TELECOM_DB
PH000348,9862428143,+91,Carrier_C,Maharashtra,2013-10-13,,Active,P004656,SYNTH_CDR_DB
PH000349,9383064155,+91,Carrier_B,Maharashtra,2023-01-21,,Active,P000208,SYNTH_TELECOM_DB
PH000350,9776461507,+91,Carrier_A,Maharashtra,2021-01-21,,Active,P002643,SYNTH_TELECOM_DB
PH000351,9713243402,+91,Carrier_B,Maharashtra,2025-06-29,,Active,P003855,SYNTH_TELECOM_DB
PH000352,9858615779,+91,Carrier_D,Maharashtra,2014-02-21,,Active,P004842,SYNTH_TELECOM_DB
PH000353,9993563987,+91,Carrier_B,Maharashtra,2011-07-07,,Active,P002072,SYNTH_CDR_DB
PH000354,9836714433,+91,Carrier_B,Maharashtra,2010-07-15,2010-12-20,Suspended,P006606,SYNTH_TELECOM_DB
PH000355,9199167396,+91,Carrier_E,Maharashtra,2018-05-31,,Active,P005321,SYNTH_LEGACY_DB
PH000356,9806392345,+91,Carrier_A,Maharashtra,2020-06-17,,Active,P005824,SYNTH_LEGACY_DB
PH000357,9837067009,+91,Carrier_B,Maharashtra,2010-08-25,,Active,P006008,SYNTH_CDR_DB
PH000358,9301580083,+91,Carrier_B,Maharashtra,2018-01-05,,Active,P003259,SYNTH_TELECOM_DB
PH000359,9843791764,+91,Carrier_A,Maharashtra,2015-07-29,,Active,P000470,SYNTH_IDENTITY_DB
PH000360,9125155063,+91,Carrier_B,Maharashtra,2013-12-09,,Active,P003639,SYNTH_IDENTITY_DB
PH000361,9409105246,+91,Carrier_B,Maharashtra,2019-04-23,,Active,P006933,SYNTH_TELECOM_DB
PH000362,9455106433,+91,Carrier_A,Maharashtra,2013-11-28,,Active,P006130,SYNTH_TELECOM_DB
PH000363,9673624673,+91,Carrier_B,Maharashtra,2014-01-18,,Active,P000486,SYNTH_CDR_DB
PH000364,9707041551,+91,Carrier_C,Maharashtra,2025-06-14,,Active,P001020,SYNTH_IDENTITY_DB
PH000365,9453614871,+91,Carrier_B,Maharashtra,2012-12-19,,Active,P002006,SYNTH_TELECOM_DB
PH000366,9747615438,+91,Carrier_A,Maharashtra,2017-04-24,2021-12-02,Inactive,P000682,SYNTH_TELECOM_DB
PH000367,9899206690,+91,Carrier_A,Maharashtra,2010-12-27,,Active,P006312,SYNTH_IDENTITY_DB
PH000368,9696180531,+91,Carrier_A,Maharashtra,2022-12-16,,Active,P000422,SYNTH_IDENTITY_DB
PH000369,9840154599,+91,Carrier_C,Maharashtra,2016-02-22,,Active,P006760,SYNTH_TELECOM_DB
PH000370,9372956276,+91,Carrier_A,Maharashtra,2022-11-30,,Active,P004687,SYNTH_IDENTITY_DB
PH000371,9631888434,+91,Carrier_B,Maharashtra,2026-07-28,,Active,P002669,SYNTH_TELECOM_DB
PH000372,9623439203,+91,Carrier_A,Maharashtra,2025-09-03,,Active,P005672,SYNTH_TELECOM_DB
PH000373,9152773432,+91,Carrier_A,Maharashtra,2022-11-11,2026-08-29,Inactive,P002782,SYNTH_LEGACY_DB
PH000374,9643609124,+91,Carrier_B,Maharashtra,2012-07-04,2018-04-23,Inactive,P005195,SYNTH_IDENTITY_DB
PH000375,9338820879,+91,Carrier_B,Maharashtra,2013-08-16,2013-10-18,Inactive,P001974,SYNTH_TELECOM_DB
PH000376,9733760518,+91,Carrier_A,Maharashtra,2025-01-18,2026-08-18,Suspended,P003188,SYNTH_TELECOM_DB
PH000377,9554609154,+91,Carrier_A,Maharashtra,2017-01-03,2019-09-24,Suspended,P002329,SYNTH_TELECOM_DB
PH000378,9787072995,+91,Carrier_B,Maharashtra,2024-09-14,2026-08-29,Inactive,P006558,SYNTH_CDR_DB
PH000379,9578619620,+91,Carrier_B,Maharashtra,2014-01-29,,Active,P001502,SYNTH_LEGACY_DB
PH000380,9561743767,+91,Carrier_C,Maharashtra,2019-03-17,,Active,P006243,SYNTH_CDR_DB
PH000381,9415745828,+91,Carrier_A,Maharashtra,2011-08-27,,Active,P000998,SYNTH_TELECOM_DB
PH000382,9424038097,+91,Carrier_C,Maharashtra,2012-03-24,2015-08-15,Inactive,P001154,SYNTH_IDENTITY_DB
PH000383,9322526283,+91,Carrier_B,Maharashtra,2015-05-01,,Active,P004597,SYNTH_TELECOM_DB
PH000384,9606627105,+91,Carrier_A,Maharashtra,2020-12-23,,Active,P002778,SYNTH_TELECOM_DB
PH000385,9500798824,+91,Carrier_B,Maharashtra,2018-01-26,,Active,P001243,SYNTH_LEGACY_DB
PH000386,9209834075,+91,Carrier_B,Maharashtra,2026-02-17,,Active,P001913,SYNTH_CDR_DB
PH000387,9879592143,+91,Carrier_C,Maharashtra,2025-05-29,,Active,P002829,SYNTH_TELECOM_DB
PH000388,9931241593,+91,Carrier_B,Maharashtra,2024-08-26,,Active,P006407,SYNTH_TELECOM_DB
PH000389,9502358763,+91,Carrier_B,Maharashtra,2022-04-11,,Active,P000121,SYNTH_TELECOM_DB
PH000390,9910985778,+91,Carrier_D,Maharashtra,2017-10-12,2020-05-28,Suspended,P003119,SYNTH_CDR_DB
PH000391,9472881163,+91,Carrier_A,Maharashtra,2024-07-09,,Active,P001581,SYNTH_CDR_DB
PH000392,9331842705,+91,Carrier_B,Maharashtra,2024-08-26,,Active,P006124,SYNTH_CDR_DB
PH000393,9615101623,+91,Carrier_B,Maharashtra,2014-10-28,,Active,P001484,SYNTH_TELECOM_DB
PH000394,9514505146,+91,Carrier_C,Maharashtra,2025-01-05,,Active,P002786,SYNTH_TELECOM_DB
PH000395,9183606822,+91,Carrier_A,Maharashtra,2019-03-24,,Active,P006399,SYNTH_TELECOM_DB
PH000396,9774293714,+91,Carrier_C,Maharashtra,2010-11-18,,Active,P004801,SYNTH_TELECOM_DB
PH000397,9706262257,+91,Carrier_A,Maharashtra,2017-10-14,,Active,P006731,SYNTH_LEGACY_DB
PH000398,9935035548,+91,Carrier_E,Maharashtra,2010-05-23,,Active,P004221,SYNTH_TELECOM_DB
PH000399,9285122823,+91,Carrier_B,Maharashtra,2020-10-12,,Active,P001325,SYNTH_TELECOM_DB
PH000400,9302027875,+91,Carrier_B,Maharashtra,2022-11-16,,Active,P006017,SYNTH_CDR_DB
PH000401,9792336230,+91,Carrier_A,Maharashtra,2021-10-31,,Active,P002922,SYNTH_CDR_DB
PH000402,9747477567,+91,Carrier_A,Maharashtra,2016-05-22,2021-03-25,Reassigned,P000949,SYNTH_TELECOM_DB
PH000403,9803312361,+91,Carrier_D,Maharashtra,2022-09-18,,Active,P004046,SYNTH_TELECOM_DB
PH000404,9443361122,+91,Carrier_A,Maharashtra,2015-03-27,,Active,P001139,SYNTH_TELECOM_DB
PH000405,9149813949,+91,Carrier_C,Maharashtra,2013-03-06,,Active,P002687,SYNTH_CDR_DB
PH000406,9602572292,+91,Carrier_C,Maharashtra,2014-08-02,,Active,P004976,SYNTH_TELECOM_DB
PH000407,9692904924,+91,Carrier_C,Maharashtra,2025-09-04,,Active,P005910,SYNTH_TELECOM_DB
PH000408,9581636237,+91,Carrier_B,Maharashtra,2016-02-11,,Active,P004362,SYNTH_LEGACY_DB
PH000409,9736028422,+91,Carrier_A,Maharashtra,2018-05-19,2021-01-26,Suspended,P003565,SYNTH_TELECOM_DB
PH000410,9582039676,+91,Carrier_C,Maharashtra,2011-07-18,2013-11-03,Inactive,P004716,SYNTH_TELECOM_DB
PH000411,9323355888,+91,Carrier_C,Maharashtra,2023-06-17,,Active,P006557,SYNTH_TELECOM_DB
PH000412,9289129240,+91,Carrier_E,Maharashtra,2015-08-12,,Active,P006739,SYNTH_TELECOM_DB
PH000413,9617628703,+91,Carrier_A,Maharashtra,2015-10-22,,Active,P006033,SYNTH_TELECOM_DB
PH000414,9462083341,+91,Carrier_C,Maharashtra,2019-04-28,,Active,P004791,SYNTH_LEGACY_DB
PH000415,9886355218,+91,Carrier_A,Maharashtra,2022-05-09,,Active,P006606,SYNTH_TELECOM_DB
PH000416,9580342521,+91,Carrier_C,Maharashtra,2011-11-08,,Active,P004389,SYNTH_TELECOM_DB
PH000417,9403184215,+91,Carrier_C,Maharashtra,2011-05-09,,Active,P000263,SYNTH_IDENTITY_DB
PH000418,9772304793,+91,Carrier_A,Maharashtra,2016-09-13,,Active,P000939,SYNTH_TELECOM_DB
PH000419,9167030220,+91,Carrier_D,Maharashtra,2011-09-17,,Active,P004783,SYNTH_TELECOM_DB
PH000420,9964254086,+91,Carrier_A,Maharashtra,2020-03-03,,Active,P003623,SYNTH_CDR_DB
PH000421,9588779435,+91,Carrier_A,Maharashtra,2014-06-02,,Active,P000205,SYNTH_TELECOM_DB
PH000422,9309224597,+91,Carrier_B,Maharashtra,2026-07-28,,Active,P004752,SYNTH_TELECOM_DB
PH000423,9969071250,+91,Carrier_C,Maharashtra,2022-09-20,,Active,P003386,SYNTH_IDENTITY_DB
PH000424,9331265152,+91,Carrier_C,Maharashtra,2021-06-20,,Active,P000102,SYNTH_TELECOM_DB
PH000425,9831698834,+91,Carrier_A,Maharashtra,2016-08-27,,Active,P004197,SYNTH_IDENTITY_DB
PH000426,9657281024,+91,Carrier_A,Maharashtra,2023-02-08,2025-03-27,Inactive,P001110,SYNTH_TELECOM_DB
PH000427,9358881643,+91,Carrier_A,Maharashtra,2014-01-13,,Active,P006185,SYNTH_CDR_DB
PH000428,9150962203,+91,Carrier_C,Maharashtra,2018-07-12,,Active,P000339,SYNTH_TELECOM_DB
PH000429,9411041456,+91,Carrier_B,Maharashtra,2025-11-11,,Active,P005210,SYNTH_TELECOM_DB
PH000430,9900913878,+91,Carrier_D,Maharashtra,2017-12-15,2022-01-09,Reassigned,P003155,SYNTH_CDR_DB
PH000431,9161712004,+91,Carrier_B,Maharashtra,2019-10-18,,Active,P003432,SYNTH_TELECOM_DB
PH000432,9338176026,+91,Carrier_C,Maharashtra,2018-06-05,2023-04-18,Inactive,P006570,SYNTH_LEGACY_DB
PH000433,9712820487,+91,Carrier_A,Maharashtra,2026-03-23,,Active,P005839,SYNTH_CDR_DB
PH000434,9387741330,+91,Carrier_B,Maharashtra,2025-10-16,,Active,P000529,SYNTH_TELECOM_DB
PH000435,9911504868,+91,Carrier_D,Maharashtra,2021-04-17,,Active,P004020,SYNTH_TELECOM_DB
PH000436,9837113214,+91,Carrier_B,Maharashtra,2018-12-16,,Active,P001724,SYNTH_LEGACY_DB
PH000437,9922282664,+91,Carrier_A,Maharashtra,2022-10-22,,Active,P001794,SYNTH_IDENTITY_DB
PH000438,9839184660,+91,Carrier_C,Maharashtra,2025-03-26,,Active,P001896,SYNTH_CDR_DB
PH000439,9704501961,+91,Carrier_A,Maharashtra,2022-09-30,,Active,P004203,SYNTH_IDENTITY_DB
PH000440,9593213020,+91,Carrier_C,Maharashtra,2026-07-19,,Active,P000463,SYNTH_TELECOM_DB
PH000441,9290743402,+91,Carrier_B,Maharashtra,2022-02-27,,Active,P001474,SYNTH_TELECOM_DB
PH000442,9282280019,+91,Carrier_B,Maharashtra,2020-07-09,,Active,P001429,SYNTH_TELECOM_DB
PH000443,9352683014,+91,Carrier_A,Maharashtra,2024-09-08,,Active,P001187,SYNTH_TELECOM_DB
PH000444,9316345825,+91,Carrier_A,Maharashtra,2015-03-13,,Active,P000666,SYNTH_CDR_DB
PH000445,9183249861,+91,Carrier_C,Maharashtra,2015-10-28,,Active,P001227,SYNTH_CDR_DB
PH000446,9256349987,+91,Carrier_E,Maharashtra,2015-01-31,2020-08-26,Reassigned,P006473,SYNTH_IDENTITY_DB
PH000447,9303833977,+91,Carrier_B,Maharashtra,2017-04-06,,Active,P000400,SYNTH_TELECOM_DB
PH000448,9627323244,+91,Carrier_A,Maharashtra,2022-03-09,,Active,P001565,SYNTH_TELECOM_DB
PH000449,9504020932,+91,Carrier_A,Maharashtra,2019-05-15,2023-07-02,Inactive,P003384,SYNTH_CDR_DB
PH000450,9467995495,+91,Carrier_B,Maharashtra,2022-12-29,,Active,P004900,SYNTH_TELECOM_DB
PH000451,9659576689,+91,Carrier_A,Maharashtra,2026-07-12,2026-08-29,Suspended,P005415,SYNTH_LEGACY_DB
PH000452,9557825527,+91,Carrier_C,Maharashtra,2024-04-25,,Active,P002505,SYNTH_TELECOM_DB
PH000453,9801522698,+91,Carrier_E,Maharashtra,2016-09-25,,Active,P001742,SYNTH_TELECOM_DB
PH000454,9985351790,+91,Carrier_A,Maharashtra,2025-05-19,,Active,P001272,SYNTH_IDENTITY_DB
PH000455,9256114922,+91,Carrier_D,Maharashtra,2012-09-22,,Active,P001705,SYNTH_TELECOM_DB
PH000456,9989076731,+91,Carrier_E,Maharashtra,2016-02-24,,Active,P005113,SYNTH_TELECOM_DB
PH000457,9479029657,+91,Carrier_A,Maharashtra,2018-11-21,,Active,P002145,SYNTH_TELECOM_DB
PH000458,9569746976,+91,Carrier_B,Maharashtra,2011-09-27,,Active,P000072,SYNTH_IDENTITY_DB
PH000459,9113681551,+91,Carrier_D,Maharashtra,2024-10-20,2026-08-29,Inactive,P001768,SYNTH_IDENTITY_DB
PH000460,9201837681,+91,Carrier_A,Maharashtra,2016-08-02,2018-10-25,Suspended,P006171,SYNTH_LEGACY_DB
PH000461,9489946400,+91,Carrier_A,Maharashtra,2013-04-13,,Active,P002883,SYNTH_TELECOM_DB
PH000462,9887789027,+91,Carrier_C,Maharashtra,2020-07-06,,Active,P004269,SYNTH_TELECOM_DB
PH000463,9130673536,+91,Carrier_E,Maharashtra,2024-04-19,,Active,P001094,SYNTH_TELECOM_DB
PH000464,9906333115,+91,Carrier_B,Maharashtra,2010-11-22,2014-05-13,Inactive,P000428,SYNTH_LEGACY_DB
PH000465,9646865946,+91,Carrier_E,Maharashtra,2018-11-13,,Active,P000860,SYNTH_TELECOM_DB
PH000466,9175405653,+91,Carrier_A,Maharashtra,2012-03-21,,Active,P001800,SYNTH_TELECOM_DB
PH000467,9562129604,+91,Carrier_A,Maharashtra,2014-12-09,2015-04-17,Suspended,P006171,SYNTH_TELECOM_DB
PH000468,9382829875,+91,Carrier_E,Maharashtra,2022-09-02,,Active,P003143,SYNTH_TELECOM_DB
PH000469,9999231182,+91,Carrier_C,Maharashtra,2015-07-16,,Active,P005840,SYNTH_TELECOM_DB
PH000470,9485141307,+91,Carrier_E,Maharashtra,2017-03-25,,Active,P005884,SYNTH_IDENTITY_DB
PH000471,9588195199,+91,Carrier_C,Maharashtra,2012-06-29,,Active,P002637,SYNTH_LEGACY_DB
PH000472,9103485304,+91,Carrier_B,Maharashtra,2015-08-28,2017-10-29,Inactive,P005154,SYNTH_TELECOM_DB
PH000473,9226727814,+91,Carrier_A,Maharashtra,2024-06-07,,Active,P006051,SYNTH_TELECOM_DB
PH000474,9704658194,+91,Carrier_B,Maharashtra,2015-03-31,,Active,P004261,SYNTH_TELECOM_DB
