document_id,case_id,document_type,document_date,language,narrative_text,source_officer,document_status,text_quality
DOC000071,C000071,Statement,2019-01-26,English,"On 03 January 2019 at approximately 02:15 hrs, Shubham B. was reported in connection with a house-breaking / house-trespass incident in the Kondhwa area, Pune. Atharva Deshmukh was identified as another person relevant to the inquiry. The record notes vehicle MH42SM2373 and contact number 9735049038 in connection with the reported events. The matter was registered on 16 January 2019 under IPC 454 and assigned to investigating officer IO0121.",IO0121,Final,0.966
DOC000072,C000072,FIR,2019-12-05,English,"On 01 November 2019 at approximately 07:19 hrs, Isha Gore was reported in connection with a voluntarily causing hurt incident in the Kothrud area, Pune. Pallavi V Gaikwad was identified as another person relevant to the inquiry. The record notes vehicle MH14JP2660 and contact number 9466859068 in connection with the reported events. The matter was registered on 15 November 2019 under IPC 323 and assigned to investigating officer IO0340.",IO0340,Final,0.976
DOC000073,C000073,FIR,2020-12-12,English,"On 08 December 2020 at approximately 13:08 hrs, Omkar Sawant was reported in connection with a cheating by personation / cyber fraud incident in the Vishrantwadi area, Pune. Kavya Kiran Gaikwad was identified as another person relevant to the inquiry. The record notes vehicle MH42TE1166 and contact number 9319728887 in connection with the reported events. The matter was registered on 09 December 2020 under IPC 419/420 and assigned to investigating officer IO0178.",IO0178,Reviewed,0.981
DOC000074,C000074,FIR,2023-01-05,English,"On 06 December 2022 at approximately 11:16 hrs, Rohit Wagh was reported in connection with a criminal intimidation incident in the Kondhwa area, Pune. Siddharth Kulkarni was identified as another person relevant to the inquiry. The record notes vehicle MH12CZ3769 and contact number 9741417035 in connection with the reported events. The matter was registered on 18 December 2022 under IPC 506 and assigned to investigating officer IO0258.",IO0258,Reviewed,0.92
DOC000075,C000075,FIR,2018-02-04,English,"On 11 January 2018 at approximately 20:31 hrs, Aniket K. was reported in connection with a theft of property incident in the Pimpri area, Pune. Aanya Dilip Thakur was identified as another person relevant to the inquiry. The record notes vehicle MH14EH3928 and contact number 9737439913 in connection with the reported events. The matter was registered on 11 January 2018 under IPC 379 and assigned to investigating officer IO0131.",IO0131,Final,0.945
DOC000076,C000076,FIR,2020-06-22,English,"On 22 May 2020 at approximately 14:37 hrs, Abhishek Prakash Mane was reported in connection with a robbery incident in the Kondhwa area, Pune. Simran R Joshi was identified as another person relevant to the inquiry. The record notes vehicle MH12DT5500 and contact number 9594538766 in connection with the reported events. The matter was registered on 05 June 2020 under IPC 392 and assigned to investigating officer IO0321.",IO0321,Archived,0.944
DOC000077,C000077,FIR,2022-01-16,English,"On 28 December 2021 at approximately 22:57 hrs, Shreya S Gaikwad was reported in connection with a robbery with preparation for hurt incident in the Bhosari area, Pune. Kavya Desai was identified as another person relevant to the inquiry. The record notes vehicle MH15DZ2600 and contact number 9330839139 in connection with the reported events. The matter was registered on 31 December 2021 under IPC 393 and assigned to investigating officer IO0343.",IO0343,Reviewed,0.94
DOC000078,C000078,FIR,2019-02-04,English,"On 07 January 2019 at approximately 12:14 hrs, Siddharth Kumar Pande was reported in connection with a theft of property incident in the Hadapsar area, Pune. Aarav Gaikwad was identified as another person relevant to the inquiry. The record notes vehicle MH12MX4557 and contact number 9547831941 in connection with the reported events. The matter was registered on 14 January 2019 under IPC 379 and assigned to investigating officer IO0137.",IO0137,Final,0.972
DOC000079,C000079,Investigation Note,2023-12-22,English,"On 09 December 2023 at approximately 13:50 hrs, Gaurav Sutar was reported in connection with a grievous hurt incident in the Hadapsar area, Pune. Aniket S. was identified as another person relevant to the inquiry. The record notes vehicle MH12AI3633 and contact number 9756909518 in connection with the reported events. The matter was registered on 12 December 2023 under IPC 325 and assigned to investigating officer IO0027.",IO0027,Final,0.956
DOC000080,C000080,FIR,2023-02-19,English,"On 03 February 2023 at approximately 14:19 hrs, Vikas S Joshi was reported in connection with a theft of property incident in the Kothrud area, Pune. Kunal Pande was identified as another person relevant to the inquiry. The record notes vehicle MH14NG2550 and contact number 9217597792 in connection with the reported events. The matter was registered on 08 February 2023 under IPC 379 and assigned to investigating officer IO0314.",IO0314,Final,0.94
DOC000081,C000081,FIR,2024-05-12,English,"On 07 April 2024 at approximately 18:32 hrs, Abhishek M Patil was reported in connection with a cheating by personation / cyber fraud incident in the Aundh area, Pune. Rohan Dhumal was identified as another person relevant to the inquiry. The record notes vehicle MH12VW8339 and contact number 9536270220 in connection with the reported events. The matter was registered on 14 April 2024 under IPC 419/420 and assigned to investigating officer IO0021.",IO0021,Final,0.942
DOC000082,C000082,Case Summary,2024-03-21,English,"On 07 March 2024 at approximately 12:56 hrs, Nikhil Sanjay Sawant was reported in connection with a unlawful assembly incident in the Shivajinagar area, Pune. Sahil Kadam was identified as another person relevant to the inquiry. The record notes vehicle MH42BR7529 and contact number 9229560332 in connection with the reported events. The matter was registered on 18 March 2024 under IPC 141 and assigned to investigating officer IO0003.",IO0003,Final,0.963
DOC000083,C000083,Statement,2023-03-10,English,"On 27 February 2023 at approximately 19:46 hrs, Sahil Patil was reported in connection with a cheating incident in the Wakad area, Pune. Priya Anil Naik was identified as another person relevant to the inquiry. The record notes vehicle MH12ZV9211 and contact number 9641118460 in connection with the reported events. The matter was registered on 27 February 2023 under IPC 420 and assigned to investigating officer IO0338.",IO0338,Archived,0.925
DOC000084,C000084,FIR,2024-06-11,English,"On 04 May 2024 at approximately 12:24 hrs, Ananya Jadhav was reported in connection with a robbery incident in the Vishrantwadi area, Pune. Atharva Gore was identified as another person relevant to the inquiry. The record notes vehicle MH14QU4221 and contact number 9722413993 in connection with the reported events. The matter was registered on 17 May 2024 under IPC 392 and assigned to investigating officer IO0025.",IO0025,Final,0.982
DOC000085,C000085,Case Summary,2023-12-11,English,"On 04 December 2023 at approximately 20:21 hrs, Pranav Sawant was reported in connection with a theft in dwelling house incident in the Hadapsar area, Pune. Aarav Wagh was identified as another person relevant to the inquiry. The record notes vehicle MH15XK9448 and contact number 9324824353 in connection with the reported events. The matter was registered on 11 December 2023 under IPC 380 and assigned to investigating officer IO0260.",IO0260,Final,0.941
DOC000086,C000086,FIR,2019-08-23,English,"On 28 July 2019 at approximately 17:33 hrs, Yash Naik was reported in connection with a robbery incident in the Katraj area, Pune. Vidya Gore was identified as another person relevant to the inquiry. The record notes vehicle MH14YJ3621 and contact number 9766021888 in connection with the reported events. The matter was registered on 04 August 2019 under IPC 392 and assigned to investigating officer IO0339.",IO0339,Reviewed,0.98
DOC000087,C000087,FIR,2024-07-10,English,"On 25 June 2024 at approximately 22:33 hrs, Tejas W. was reported in connection with a mischief causing damage incident in the Viman Nagar area, Pune. Sakshi Kadam was identified as another person relevant to the inquiry. The record notes vehicle MH14BF9114 and contact number 9658861818 in connection with the reported events. The matter was registered on 30 June 2024 under IPC 427 and assigned to investigating officer IO0189.",IO0189,Final,0.981
DOC000088,C000088,Case Summary,2021-09-22,English,"On 13 September 2021 at approximately 18:46 hrs, Ananya Naik was reported in connection with a house-breaking / house-trespass incident in the Swargate area, Pune. S. Joshi was identified as another person relevant to the inquiry. The record notes vehicle MH12WS6067 and contact number 9988474189 in connection with the reported events. The matter was registered on 22 September 2021 under IPC 454 and assigned to investigating officer IO0095.",IO0095,Reviewed,0.925
DOC000089,C000089,Case Summary,2021-04-27,English,"On 16 March 2021 at approximately 12:37 hrs, Kunal Mahesh Sawant was reported in connection with a criminal intimidation incident in the Yerawada area, Pune. Kavya Thakur was identified as another person relevant to the inquiry. The record notes vehicle MH14HF8370 and contact number 9741575577 in connection with the reported events. The matter was registered on 30 March 2021 under IPC 506 and assigned to investigating officer IO0100.",IO0100,Final,0.939
